"","id","stNumber","stName","type","capacity"
"645",7626313,2830,"danforth ave","Ring",1
"646",7626314,2007,"dundas st w",NA,1
"647",7626315,398,"avenue rd",NA,1
"648",7626316,125,"bathurst st",NA,1
"649",7626317,8,"assiniboine rd","Rack",1
"650",7626318,803,"mount pleasant rd","Ring",1
"651",7626319,341,"oakwood ave",NA,1
"652",7626320,6,"church st","Ring",1
"653",7626321,230,"queen st e",NA,1
"654",7626322,1123,"weston rd","Ring",1
"655",7626323,1123,"weston rd","Ring",1
"656",7626324,1475,"dupont st","Ring",1
"657",7626325,1475,"dupont st","Ring",1
"658",7626326,392,"bay st","Ring",1
"659",7626327,2,"sussex ave",NA,1
"660",7626328,1433,"kingston rd","Ring",1
"661",7626329,1774,"queen st e","Ring",1
"662",7626330,1667,"queen st e","Ring",1
"663",7626331,1667,"queen st e","Ring",1
"664",7626332,1667,"queen st e","Ring",1
"665",7626333,1667,"queen st e","Ring",1
"666",7626334,1312,"st clair ave w","Ring",1
"667",7626335,1286,"st clair ave w","Ring",1
"668",7626336,1294,"st clair ave w","Ring",1
"669",7626337,1285,"st clair ave w","Ring",1
"670",7626338,40,"kenmark blvd",NA,1
"671",7626339,31,"brock ave","Rack",1
"672",7626340,110,"yonge st","Ring",1
"673",7626341,36,"yonge st",NA,1
"674",7626342,22,"western battery rd",NA,1
"675",7626343,759,"mount pleasant rd","Ring",1
"676",7626344,589,"markham st","Ring",1
"677",7626345,257,"college st","Ring",1
"678",7626347,4850,"dundas st w",NA,1
"679",7626348,2210,"yonge st","Ring",1
"680",7626349,328,"adelaide st w","Ring",1
"681",7626350,1721,"bayview ave","Ring",1
"682",7626351,1626,"bayview ave","Ring",1
"683",7626352,101,"peter st","Ring",1
"684",7626353,328,"adelaide st w","Ring",1
"685",7626354,85,"eglinton ave e","Ring",1
"686",7626355,97,"eglinton ave e","Ring",1
"687",7626356,300,"front st w","Ring",1
"688",7626357,300,"front st w","Ring",1
"689",7626358,105,"victoria st",NA,1
"690",7626359,10,"broadway ave",NA,1
"691",7626360,3,"rees st",NA,1
"692",7626361,443,"bloor st e","Ring",1
"693",7626362,1607,"dupont st","Ring",1
"694",7626363,77,"howard st",NA,1
"695",7626364,244,"king st e","Ring",1
"696",7626366,38,"western battery rd",NA,1
"697",7626367,193,"queen st e",NA,1
"698",7626368,262,"bloor st w","Rack",1
"699",7626369,145,"queens quay w",NA,1
"700",7626370,42,"western battery rd",NA,1
"701",7626371,4709,"dundas st w",NA,1
"702",7626372,2,"macdonell ave",NA,1
"703",7626373,443,"bloor st e","Ring",1
"704",7626374,555,"mortimer ave","Ring",1
"705",7626375,111,"jefferson ave","Ring",1
"706",7626376,111,"jefferson ave","Ring",1
"707",7626377,125,"jefferson ave","Ring",1
"708",7626378,125,"jefferson ave","Ring",1
"709",7626379,1365,"queen st w","Ring",1
"710",7626380,1041,"college st","Ring",1
"711",7626381,101,"peter st","Ring",1
"712",7626382,101,"peter st","Ring",1
"713",7626383,101,"peter st","Ring",1
"714",7626384,2465,"dundas st w","Ring",1
"715",7626385,2465,"dundas st w","Ring",1
"716",7626386,1640,"bloor st w","Ring",1
"717",7626387,1640,"bloor st w","Ring",1
"718",7626388,100,"burnhamthorpe rd","Ring",1
"719",7626389,819,"bathurst st",NA,1
"720",7626390,924,"st clair ave w","Ring",1
"721",7626391,924,"st clair ave w","Ring",1
"722",7626392,924,"st clair ave w","Ring",1
"723",7626393,1032,"st clair ave w","Ring",1
"724",7626394,1033,"st clair ave w","Ring",1
"725",7626395,109,"glenholme ave","Ring",1
"726",7626396,1125,"st clair ave w","Ring",1
"727",7626397,1248,"st clair ave w","Ring",1
"728",7626398,1153,"st clair ave w","Ring",1
"729",7626399,1198,"st clair ave w","Ring",1
"730",7626400,1190,"st clair ave w","Ring",1
"731",7626401,1222,"st clair ave w","Ring",1
"732",7626402,1223,"st clair ave w","Ring",1
"733",7626403,1271,"st clair ave w","Ring",1
"734",7626404,2756,"danforth ave","Ring",1
"735",7626405,2756,"danforth ave","Ring",1
"736",7626406,2802,"danforth ave","Ring",1
"737",7626407,2802,"danforth ave","Ring",1
"738",7626408,1255,"sheppard ave e","Ring",1
"739",7626409,1255,"sheppard ave e","Ring",1
"740",7626410,560,"front st w","Ring",1
"741",7626411,19,"grand trunk cres","Ring",1
"742",7626412,19,"grand trunk cres","Ring",1
"743",7626413,19,"grand trunk cres","Ring",1
"744",7626414,19,"grand trunk cres","Ring",1
"745",7626415,19,"grand trunk cres","Ring",1
"746",7626416,19,"grand trunk cres","Ring",1
"747",7626417,19,"grand trunk cres","Ring",1
"748",7626418,675,"bloor st w","Ring",1
"749",7626419,745,"bloor st w","Ring",1
"750",7626420,745,"bloor st w","Ring",1
"751",7626421,745,"bloor st w","Ring",1
"752",7626422,961,"bloor st w","Ring",1
"753",7626423,1540,"bloor st w","Ring",1
"754",7626424,5,"roncesvalles ave","Ring",1
"755",7626425,2413,"dundas st w","Ring",1
"756",7626426,1130,"queen st e","Ring",1
"757",7626427,277,"scott rd","Ring",1
"758",7626428,277,"scott rd","Ring",1
"759",7626429,277,"scott rd","Ring",1
"760",7626430,318,"oakwood ave","Ring",1
"761",7626431,318,"oakwood ave","Ring",1
"762",7626432,2288,"dundas st w","Rack",1
"763",7626433,1705,"bloor st w",NA,1
"764",7626434,320,"main st","Ring",1
"765",7626435,360,"gerrard st e","Ring",1
"766",7626436,2206,"gerrard st e","Ring",1
"767",7626437,2206,"gerrard st e","Ring",1
"768",7626438,151,"elizabeth st","Ring",1
"769",7626439,777,"victoria park ave","Ring",1
"770",7626440,777,"victoria park ave","Ring",1
"771",7626441,777,"victoria park ave","Ring",1
"772",7626442,777,"victoria park ave","Ring",1
"773",7626443,2575,"danforth ave","Ring",1
"774",7626444,2575,"danforth ave","Ring",1
"775",7626445,2615,"danforth ave","Ring",1
"776",7626446,2615,"danforth ave","Ring",1
"777",7626447,2526,"danforth ave","Ring",1
"778",7626448,2783,"danforth ave","Ring",1
"779",7626449,1081,"bathurst st","Ring",1
"780",7626450,150,"gerrard st w","Ring",1
"781",7626451,1194,"queen st w","Ring",1
"782",7626452,2430,"bloor st w","Ring",1
"783",7626453,368,"queen st e","Ring",1
"784",7626454,178,"hampton ave","Ring",1
"785",7626455,66,"maitland st","Ring",1
"786",7626456,2749,"lake shore blvd w","Ring",1
"787",7626457,248,"bloor st w","Ring",1
"788",7626458,452,"queen st w","Ring",1
"789",7626459,793,"broadview ave","Ring",1
"790",7626460,20,"st george st","Ring",1
"791",7626463,955,"queen st e","Ring",1
"792",7626464,903,"dundas st w","Ring",1
"793",7626465,1530,"dundas st w","Ring",1
"794",7626467,29,"concord ave","Ring",1
"795",7626468,371,"bloor st w","Ring",1
"796",7626469,499,"college st","Rack",1
"797",7626470,2305,"queen st e","Ring",1
"798",7626471,30,"harbour st","Ring",1
"799",7626472,2,"forest laneway","Ring",1
"800",7626473,29,"st joseph st","Ring",1
"801",7626474,29,"bellair st","Ring",1
"802",7626475,6,"adelaide st e","Ring",1
"803",7626476,703,"college st","Ring",1
"804",7626477,280,"bay st","Ring",1
"805",7626478,2,"sussex ave",NA,1
"806",7626479,200,"church st","Ring",1
"807",7626480,2879,"danforth ave","Ring",1
"808",7626481,1087,"yonge st","Ring",1
"809",7626482,1087,"yonge st","Ring",1
"810",7626483,1087,"yonge st","Ring",1
"811",7626484,345,"wilson ave","Ring",1
"812",7626485,387,"keele st","Ring",1
"813",7626486,250,"dunn ave",NA,1
"814",7626487,2,"macdonell ave",NA,1
"815",7626488,117,"peter st","Ring",1
"816",7626489,55,"bloor st w","Ring",1
"817",7626490,3080,"yonge st","Ring",1
"818",7626491,275,"avenue rd","Ring",1
"819",7626492,90,"shank st","Ring",1
"820",7626493,90,"shank st","Ring",1
"821",7626494,90,"shank st","Ring",1
"822",7626495,651,"victoria park ave","Ring",1
"823",7626496,860,"bay st","Ring",1
"824",7626497,550,"queen st e","Ring",1
"825",7626498,51,"dockside dr","Ring",1
"826",7626499,360,"adelaide st w","Ring",1
"827",7626500,390,"bay st","Ring",1
"828",7626501,120,"wellington st w","Ring",1
"829",7626502,214,"wellington st w","Ring",1
"830",7626503,502,"spadina ave","Ring",1
"831",7626504,140,"charles st w","Ring",1
"832",7626505,33,"mill st","Ring",1
"833",7626506,523,"wilson ave","Ring",1
"834",7626507,278,"broadview ave","Ring",1
"835",7626508,278,"broadview ave","Ring",1
"836",7626509,61,"sherbourne st","Ring",1
"837",7626510,440,"college st",NA,1
"838",7626511,300,"manitoba st","Ring",1
"839",7626512,66,"sudbury st","Ring",1
"840",7626513,1333,"st clair ave w","Ring",1
"841",7626514,1329,"st clair ave w","Ring",1
"842",7626515,3433,"bathurst st","Ring",1
"843",7626516,1329,"st clair ave w","Ring",1
"844",7626517,1345,"st clair ave w","Ring",1
"845",7626518,1347,"st clair ave w","Ring",1
"846",7626519,3433,"bathurst st","Ring",1
"847",7626520,2794,"yonge st","Ring",1
"848",7626521,2794,"yonge st","Ring",1
"849",7626522,108,"lillian st","Ring",1
"850",7626523,108,"lillian st","Ring",1
"851",7626524,108,"lillian st","Ring",1
"852",7626525,1297,"st clair ave w","Ring",1
"853",7626526,1094,"bathurst st","Ring",1
"854",7626527,61,"sherbourne st","Ring",1
"855",7626528,61,"sherbourne st","Ring",1
"856",7626529,484,"king st e","Ring",1
"857",7626530,736,"dundas st e","Ring",1
"858",7626531,736,"dundas st e","Ring",1
"859",7626532,736,"dundas st e","Ring",1
"860",7626533,736,"dundas st e","Ring",1
"861",7626534,549,"king st e","Ring",1
"862",7626535,118,"sumach st","Ring",1
"863",7626536,284,"dupont st",NA,1
"864",7626537,31,"drummond st",NA,1
"865",7626538,219,"fort york blvd",NA,1
"866",7626539,77,"howard st",NA,1
"867",7626540,77,"howard st",NA,1
"868",7626541,803,"dundas st w","Ring",1
"869",7626542,801,"dundas st w","Ring",1
"870",7626543,1705,"bloor st w",NA,1
"871",7626544,1974,"weston rd",NA,1
"872",7626545,620,"king st w","Ring",1
"873",7626546,620,"king st w","Ring",1
"874",7626547,51,"mc caul st","Ring",1
"875",7626548,294,"bremner blvd","Ring",1
"876",7626549,250,"college st","Ring",1
"877",7626550,20,"charles st e","Ring",1
"878",7626551,89,"chestnut st","Ring",1
"879",7626552,79,"yonge st","Ring",1
"880",7626553,680,"queen st w","Ring",1
"881",7626554,401,"bloor st e","Ring",1
"882",7626555,20,"bathurst st","Ring",1
"883",7626556,366,"bloor st w","Ring",1
"884",7626557,169,"walnut ave","Ring",1
"885",7626558,554,"college st","Ring",1
"886",7626561,1006,"dufferin st","Ring",1
"887",7626562,1515,"bloor st w","Ring",1
"888",7626563,38,"shirley st","Ring",1
"889",7626565,917,"queen st w","Ring",1
"890",7626566,390,"bay st","Ring",1
"891",7626567,83,"albany ave","Ring",1
"892",7626568,110,"st george st","Ring",1
"893",7626569,1510,"danforth ave","Ring",1
"894",7626570,730,"st clarens ave","Ring",1
"895",7626571,7,"yonge st","Ring",1
"896",7626572,3601,"dundas st w","Ring",1
"897",7626573,40,"dundas st w","Ring",1
"898",7626575,1,"ellsworth ave","Ring",1
"899",7626576,559,"huron st","Ring",1
"900",7626577,1,"toronto st","Ring",1
"901",7626578,9,"hanna ave","Rack",1
"902",7626579,180,"elizabeth st",NA,1
"903",7626581,243,"queen st e",NA,1
"904",7626582,36,"lisgar st","Ring",1
"905",7626583,36,"lisgar st","Ring",1
"906",7626584,62,"cumberland st","Ring",1
"907",7626585,318,"richmond st w","Ring",1
"908",7626586,318,"richmond st w","Ring",1
"909",7626587,318,"richmond st w","Ring",1
"910",7626588,318,"richmond st w","Ring",1
"911",7626589,850,"humberwood blvd","Ring",1
"912",7626590,275,"avenue rd","Ring",1
"913",7626591,275,"avenue rd","Ring",1
"914",7626592,380,"macpherson ave","Ring",1
"915",7626593,380,"macpherson ave","Ring",1
"916",7626594,380,"macpherson ave","Ring",1
"917",7626595,380,"macpherson ave","Ring",1
"918",7626596,1602,"eglinton ave w","Ring",1
"919",7626597,64,"queen st e",NA,1
"920",7626598,164,"the esplanade","Ring",1
"921",7626599,1818,"eglinton ave w","Ring",1
"922",7626600,145,"queens quay w",NA,1
"923",7626601,75,"eglinton ave e","Ring",1
"924",7626602,75,"eglinton ave e","Ring",1
"925",7626603,85,"eglinton ave e","Ring",1
"926",7626604,300,"front st w","Ring",1
"927",7626605,819,"bathurst st",NA,1
"928",7626606,117,"peter st","Ring",1
"929",7626607,55,"isabella st",NA,1
"930",7626608,87,"jameson ave","Ring",1
"931",7626609,87,"jameson ave","Ring",1
"932",7626610,3584,"dufferin st","Ring",1
"933",7626611,18,"dyas rd","Ring",1
"934",7626612,4750,"yonge st","Ring",1
"935",7626613,972,"the queensway","Ring",1
"936",7626614,972,"the queensway","Ring",1
"937",7626615,4759,"yonge st","Ring",1
"938",7626616,4759,"yonge st","Ring",1
"939",7626617,4750,"yonge st","Ring",1
"940",7626618,4750,"yonge st","Ring",1
"941",7626619,4789,"yonge st","Ring",1
"942",7626620,4789,"yonge st","Ring",1
"943",7626621,523,"wilson ave","Ring",1
"944",7626622,521,"wilson ave","Ring",1
"945",7626623,200,"church st","Ring",1
"946",7626624,3,"queen st e",NA,1
"947",7626625,599,"yonge st","Ring",1
"948",7626626,542,"college st",NA,1
"949",7626627,2929,"danforth ave","Ring",1
"950",7626628,25,"hayden st","Ring",1
"951",7626629,480,"st clair ave w","Ring",1
"952",7626630,23,"spadina ave","Ring",1
"953",7626631,23,"spadina ave","Ring",1
"954",7626632,10,"lower spadina ave","Ring",1
"955",7626633,123,"front st w","Ring",1
"956",7626634,3087,"danforth ave","Ring",1
"957",7626635,3087,"danforth ave","Ring",1
"958",7626636,3087,"danforth ave","Ring",1
"959",7626637,318,"richmond st w","Ring",1
"960",7626638,318,"richmond st w","Ring",1
"961",7626639,318,"richmond st w","Ring",1
"962",7626640,251,"queens quay w","Ring",1
"963",7626641,599,"markham st","Ring",1
"964",7626642,132,"st patrick st","Ring",1
"965",7626643,757,"queen st w","Ring",1
"966",7626644,541,"college st","Ring",1
"967",7626645,75,"prince arthur ave","Ring",1
"968",7626646,1905,"queen st e","Ring",1
"969",7626647,560,"palmerston ave","Ring",1
"970",7626648,270,"gerrard st e","Ring",1
"971",7626649,5,"ritchie ave","Ring",1
"972",7626650,7,"coxwell ave","Ring",1
"973",7626651,971,"college st","Ring",1
"974",7626652,30,"bay st","Ring",1
"975",7626653,18,"orde st","Ring",1
"976",7626654,3224,"yonge st","Ring",1
"977",7626655,88,"elm st","Ring",1
"978",7626656,646,"st clair ave w","Ring",1
"979",7626657,35,"wellington st e","Ring",1
"980",7626658,155,"college st","Ring",1
"981",7626659,1150,"victoria park ave","Ring",1
"982",7626660,136,"edward st","Ring",1
"983",7626661,237,"clinton st","Ring",1
"984",7626662,598,"symington ave","Ring",1
"985",7626663,1134,"queen st w","Ring",1
"986",7626664,36,"brentwood rd n","Ring",1
"987",7626665,65,"richmond st w","Ring",1
"988",7626666,1239,"queen st w","Ring",1
"989",7626667,40,"regent st","Ring",1
"990",7626668,622,"bloor st w","Ring",1
"991",7626669,622,"bloor st w","Ring",1
"992",7626670,599,"bloor st w","Ring",1
"993",7626671,210,"princes blvd","Ring",1
"994",7626672,267,"jarvis st","Ring",1
"995",7626673,210,"princes blvd","Ring",1
"996",7626674,210,"princes blvd","Ring",1
"997",7626675,15,"nova scotia ave","Ring",1
"998",7626676,214,"richmond st w","Ring",1
"999",7626677,260,"richmond st w","Ring",1
"1000",7626678,432,"richmond st w","Ring",1
"1001",7626679,260,"richmond st w","Ring",1
"1002",7626680,241,"richmond st w","Ring",1
"1003",7626681,296,"richmond st w","Ring",1
"1004",7626682,175,"river st","Ring",1
"1005",7626683,1114,"st clair ave w","Ring",1
"1006",7626684,60,"mill st","Ring",1
"1007",7626685,60,"mill st","Ring",1
"1008",7626686,60,"mill st","Ring",1
"1009",7626687,60,"mill st","Ring",1
"1010",7626688,60,"mill st","Ring",1
"1011",7626689,60,"mill st","Ring",1
"1012",7626690,60,"mill st","Ring",1
"1013",7626691,60,"mill st","Ring",1
"1014",7626692,60,"mill st","Ring",1
"1015",7626694,119,"jefferson ave","Ring",1
"1016",7626695,331,"bremner blvd","Ring",1
"1017",7626696,539,"bloor st w","Ring",1
"1018",7626697,601,"st clair ave w","Ring",1
"1019",7626698,243,"davenport rd","Ring",1
"1020",7626699,1021,"pape ave","Ring",1
"1021",7626700,1132,"dupont st","Ring",1
"1022",7626701,1386,"bayview ave","Ring",1
"1023",7626702,1089,"queen st w","Ring",1
"1024",7626703,487,"spadina cres","Ring",1
"1025",7626704,1117,"danforth ave","Ring",1
"1026",7626705,371,"bloor st w","Ring",1
"1027",7626706,732,"mount pleasant rd","Ring",1
"1028",7626707,76,"stafford st","Rack",1
"1029",7626708,30,"charles st w","Ring",1
"1030",7626709,22,"yorkville ave","Ring",1
"1031",7626710,2756,"yonge st","Ring",1
"1032",7626711,368,"church st","Ring",1
"1033",7626712,1101,"bloor st w","Ring",1
"1034",7626713,1560,"dupont st","Ring",1
"1035",7626714,171,"bay st","Ring",1
"1036",7626715,945,"queen st w","Ring",1
"1037",7626716,40,"adelaide st e","Ring",1
"1038",7626717,80,"charles st e","Ring",1
"1039",7626718,140,"charles st w","Ring",1
"1040",7626719,742,"spadina ave","Ring",1
"1041",7626720,100,"cumberland st","Ring",1
"1042",7626721,620,"bloor st w","Ring",1
"1043",7626722,75,"yorkville ave","Ring",1
"1044",7626723,267,"howland ave","Ring",1
"1045",7626724,267,"howland ave","Ring",1
"1046",7626725,267,"jarvis st","Ring",1
"1047",7626726,55,"avenue rd","Ring",1
"1048",7626727,51,"avenue rd","Ring",1
"1049",7626728,1410,"dupont st","Ring",1
"1050",7626729,830,"lansdowne ave","Ring",1
"1051",7626730,1444,"dupont st","Ring",1
"1052",7626731,800,"lansdowne ave","Ring",1
"1053",7626732,555,"university ave","Ring",1
"1054",7626733,1089,"kingston rd","Ring",1
"1055",7626734,998,"college st","Ring",1
"1056",7626735,1313,"bloor st w","Ring",1
"1057",7626736,555,"university ave","Ring",1
"1058",7626737,998,"college st","Ring",1
"1059",7626738,1220,"queen st w","Ring",1
"1060",7626739,555,"university ave","Ring",1
"1061",7626740,1868,"queen st e","Ring",1
"1062",7626741,1401,"dupont st","Ring",1
"1063",7626742,830,"lansdowne ave","Ring",1
"1064",7626743,1151,"queen st w","Ring",1
"1065",7626744,555,"university ave","Ring",1
"1066",7626745,1230,"queen st w","Ring",1
"1067",7626746,1322,"bloor st w","Ring",1
"1068",7626747,830,"lansdowne ave","Ring",1
"1069",7626748,830,"lansdowne ave","Ring",1
"1070",7626749,1400,"dupont st","Ring",1
"1071",7626750,998,"college st","Ring",1
"1072",7626751,1089,"kingston rd","Ring",1
"1073",7626752,555,"university ave","Ring",1
"1074",7626753,799,"college st","Ring",1
"1075",7626754,555,"university ave","Ring",1
"1076",7626755,830,"lansdowne ave","Ring",1
"1077",7626756,1444,"dupont st","Ring",1
"1078",7626757,555,"university ave","Ring",1
"1079",7626758,830,"lansdowne ave","Ring",1
"1080",7626759,185,"davenport rd","Ring",1
"1081",7626760,1410,"dupont st","Ring",1
"1082",7626761,555,"university ave","Ring",1
"1083",7626762,1313,"bloor st w","Ring",1
"1084",7626763,185,"davenport rd","Ring",1
"1085",7626764,1313,"bloor st w","Ring",1
"1086",7626765,185,"davenport rd","Ring",1
"1087",7626766,1089,"kingston rd","Ring",1
"1088",7626767,555,"university ave","Ring",1
"1089",7626768,1444,"dupont st","Ring",1
"1090",7626769,555,"university ave","Ring",1
"1091",7626770,867,"dovercourt rd","Ring",1
"1092",7626771,1322,"bloor st w","Ring",1
"1093",7626772,1591,"dundas st w","Ring",1
"1094",7626773,555,"university ave","Ring",1
"1095",7626774,555,"university ave","Ring",1
"1096",7626775,1400,"dupont st","Ring",1
"1097",7626776,717,"queen st e","Ring",1
"1098",7626777,717,"queen st e","Ring",1
"1099",7626778,361,"strathmore blvd","Ring",1
"1100",7626779,361,"strathmore blvd","Ring",1
"1101",7626780,361,"strathmore blvd","Ring",1
"1102",7626781,321,"king st e","Ring",1
"1103",7626782,2346,"yonge st","Ring",1
"1104",7626783,185,"davenport rd","Ring",1
"1105",7626784,185,"davenport rd","Ring",1
"1106",7626785,185,"davenport rd","Ring",1
"1107",7626786,185,"davenport rd","Ring",1
"1108",7626787,185,"davenport rd","Ring",1
"1109",7626788,185,"davenport rd","Ring",1
"1110",7626789,2906,"danforth ave","Ring",1
"1111",7626790,1471,"gerrard st e","Ring",1
"1112",7626791,365,"queen st w","Ring",1
"1113",7626792,287,"richmond st w","Ring",1
"1114",7626793,287,"richmond st w","Ring",1
"1115",7626794,287,"richmond st w","Ring",1
"1116",7626795,287,"richmond st w","Ring",1
"1117",7626796,606,"gerrard st e","Ring",1
