_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
5926961,25740,BP-23149,108,Gladstone Ave,Gladstone Ave,West,Waterloo Ave,North,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4285609268, 43.6460498764)}"
5926962,25741,BP-20480,1071,College St,College St,South,Macklem Ave,East,,9.0,College West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4313857292, 43.6527206173)}"
5926963,25742,BP-31559,1171,Queen St E,Queen St E,South,Jones Ave,East,,14.0,Leslieville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.332568669, 43.662661309)}"
5926964,25744,BP-22459,777,Bay St,College St,South,Bay St,East,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3848251103, 43.660932512)}"
5926965,25745,BP-20869,325,Front St W,Blue Jays Way,East,Front St W,South,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3909675241, 43.6429781801)}"
5926966,25746,BP-31957,10,Morrow Ave,Silver Ave,West,Morrow Ave,West,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4471737779, 43.6526124718)}"
5926967,25747,BP-30460,159,King St W,University Ave,West,King St W,South,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3847965493, 43.6473689453)}"
5926968,25748,BP-30802,598,Symington Ave,Davenport Rd,North,Symington Ave,West,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4534872497, 43.6707480881)}"
5926969,25749,BP-29004,275,Bathurst St,Bathurst St,East,Ln S Dundas W Bathurst,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4054536689, 43.6512354748)}"
5926970,25750,BP-22063,255,Bremner Blvd,Bremner Blvd,South,Rees St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.386356992, 43.641651766)}"
5926971,25751,BP-29343,115,Queens Quay E,Queens Quay E,South,Dockside Dr,South,,10.0,The Waterfront,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3679472363, 43.6437518506)}"
5926972,25752,BP-36814,1101A,Bloor St W,Bloor St W,South,Gladstone Ave,South,,9.0,Bloorcourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4339803372, 43.6600796699)}"
5926973,25753,BP-26425,612,Bloor St W,Palmerston Ave,West,Bloor St W,North,,11.0,Korea Town,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.413710101, 43.664748367)}"
5926974,25754,BP-29924,179,Baldwin St,Baldwin St,South,Kensington Ave,East,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4005065585, 43.6547792328)}"
5926975,25755,BP-25465,1026,Dundas St W,Dundas St W,North,Crawford St,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4165285585, 43.6502401493)}"
5926976,25757,BP-23727,13,Charles St W,Charles St W,South,St Nicholas St,West,,13.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3871960901, 43.6684761701)}"
5926977,25780,BP-45408,151,Yonge St,Richmond St E,South,Yonge St,East,,13.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3783919962, 43.6517486481)}"
5926978,25804,BP-19611,831,Bay St,Bay St,East,Grosvenor St,South,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3860685481, 43.6620563335)}"
5926979,25810,BP-19320,65,Shuter St,Shuter St,South,Church St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3760945064, 43.6548227273)}"
5926980,25829,BP-12465,409,Bloor St E,,,Bloor St E,,,13.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3774126771, 43.6721415107)}"
5926981,25847,BP-25739,3733,Lake Shore Blvd W,Lake Shore Blvd W,South,Thirty Eighth St,West,,3.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5397814769, 43.5929044881)}"
5926982,25848,BP-35594,10,Bay St,Bay St,West,Queens Quay W,North,,10.0,The Waterfront,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3771936192, 43.6414536836)}"
5926983,25849,BP-35720,5,Dan Leckie Way,Lake Shore Blvd W,South,Dan Leckie Way,West,,10.0,The Waterfront,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3971110048, 43.6370747675)}"
5926984,25850,BP-26504,3286,Bloor St W,Bloor St W,North,Lothian Ave,West,,3.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.521718616, 43.6451760564)}"
5926985,25851,BP-23915,120,Bayview Ave,Bayview Ave,East,Mill St,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3532083976, 43.6531978448)}"
5926986,25852,BP-26789,2044,Queen St E,Lee Ave,East,Queen St E,North,,19.0,The Beach,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2980225274, 43.6707503011)}"
5926987,25853,BP-33931,817,Gerrard St E,Gerrard St E,South,Logan Ave,East,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3447515826, 43.6671148936)}"
5926988,25854,BP-32141,333,Oakwood Ave,Oakwood Ave,East,Holland Park Ave,South,,9.0,Oakwood Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4382149494, 43.6861649158)}"
5926989,25855,BP-27153,39,Prince Arthur Ave,Prince Arthur Ave,South,Bedford Rd,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3973838725, 43.6693038735)}"
5926990,25856,BP-28558,15,St Clair Ave E,St Clair Ave E,South,Alvin Ave,West,,12.0,Yonge & St. Clair,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3929073014, 43.6882632981)}"
5926991,25857,BP-28619,200,King St E,King St E,North,George St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.370429101, 43.6508558674)}"
5926992,25858,BP-29046,317,College St,College St,South,Robert St,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4017303645, 43.6575518705)}"
5926993,25859,BP-43862,735,Queen St W,Tecumseth St,West,Queen St W,South,,10.0,West Queen West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4066662381, 43.6465148152)}"
5926994,25860,BP-31427,25,Spring Garden Ave,Spring Garden Ave,South,Yonge St,East,,18.0,Willowdale,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.410294128, 43.7645434993)}"
5926995,25861,BP-31483,39,Sheppard Ave E,Sheppard Ave E,South,Doris Ave,West,,18.0,Willowdale,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4089809167, 43.7618135546)}"
5926996,25862,BP-28943,725,King St W,King St W,South,Tecumseth St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4048890677, 43.6433901093)}"
5926997,25863,BP-29433,1921,Weston Rd,Weston Rd,North,John St,East,,5.0,Weston Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5170710697, 43.7004850682)}"
5926998,25864,BP-34079,1701,Bloor St W,Bloor St W,South,Indian Grv,East,,4.0,Bloor By The Park,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4582716073, 43.6549906651)}"
5926999,25865,BP-31824,20,Palace St,Rolling Mills Rd,West,Palace St,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3562992715, 43.653906092)}"
5927000,25866,BP-29339,7,Yonge St,Freeland St,West,Lake Shore Blvd E,South,,10.0,The Waterfront,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.373960992, 43.6441213494)}"
5927001,25867,BP-29668,1228,Yonge St,Yonge St,West,Alcorn Ave,North,,12.0,Rosedale Main Street,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3918599782, 43.6824282691)}"
5927002,25869,BP-30148,747,College St,College St,South,Shaw St,East,,11.0,Little Italy,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4199517835, 43.6548974966)}"
5927003,25870,BP-30201,300,Markham St,College St,South,Markham St,West,,11.0,Little Italy,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4092092432, 43.6560585201)}"
5927004,25871,BP-34039,245,Dupont St,Dupont St,South,Spadina Rd,East,,11.0,Dupont by the Castle,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4066165459, 43.6748318251)}"
5927005,25873,BP-30481,238,Queen St W,St Patricks Sq,West,Queen St W,North,,10.0,Queen Street West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3902916625, 43.65010135)}"
5927006,25874,BP-24328,2430,Bloor St W,Bloor St W,North,Jane St,East,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4839302565, 43.6495299517)}"
5927007,25886,BP-45882,21,Dundas Sq,Dundas Sq,South,Victoria St,West,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3799126765, 43.6558432528)}"
5927008,25896,BP-45872,258,Victoria St,,,,,,,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.379449435, 43.6557763083)}"
5927009,25908,BP-45881,21,Dundas Sq,Dundas Sq,South,Victoria St,West,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3798574329, 43.6558554546)}"
5927010,25909,BP-09018,794,Mount Pleasant Rd,,,Mount Pleasant Rd,,,12.0,Mount Pleasant Village,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3905140105, 43.7084364563)}"
5927011,25968,BP-34378,140,St George St,Sussex Ave,South,St George St,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3992869027, 43.6653086227)}"
5927012,25969,BP-24380,909,Pape Ave,Pape Ave,East,Kings Park Blvd,South,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3470522454, 43.6850326364)}"
5927013,25970,BP-29673,1643,Yonge St,Yonge St,East,Glen Elm Ave,North,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3951468518, 43.6918478909)}"
5927014,25972,BP-33062,657,Spadina Ave,Spadina Ave,East,Glen Morris St,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4023102792, 43.6640382141)}"
5927015,25973,BP-25337,911,Dundas St W,Dundas St W,South,Bellwoods Ave,East,,10.0,Trinity-Bellwoods,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4126048017, 43.6508969086)}"
5927016,25974,BP-30960,35C,Bay St,Bay St,East,Harbour St,North,,10.0,The Waterfront,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3775830463, 43.6427245821)}"
5927017,25975,BP-33357,47,Front St E,Front St E,South,Wellington St E,South,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3744712219, 43.6480006809)}"
5927018,25976,BP-25729,806,Dundas St W,Dundas St W,North,Ln W Palmerston S Dundas,East,,11.0,Trinity-Bellwoods,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4088611564, 43.6517849757)}"
5927019,25977,BP-31249,2631A,Yonge St,Yonge St,East,Sheldrake Blvd,North,,15.0,Uptown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4000637804, 43.7152122014)}"
5927020,25978,BP-28006,723,Queen St W,Queen St W,South,Palmerston Ave,East,,10.0,West Queen West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4063594629, 43.6466537074)}"
5927021,25979,BP-31214,672,Dupont St,Dupont St,North,Willowvale Lane,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4222768706, 43.6715613836)}"
5927022,25980,BP-31461,4763,Yonge St,Yonge St,East,Bogert Ave,South,,18.0,Willowdale,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4105143897, 43.7604915192)}"
5927023,25981,BP-29943,179,Baldwin St,Baldwin St,South,Kensington Ave,East,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4004796102, 43.6547844751)}"
5927024,25982,BP-32628,91,Scollard St,Scollard St,South,Yorkville Ave,North,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3916508253, 43.6718543935)}"
5927025,25983,BP-25073,388,Bloor St W,Bloor St W,North,Brunswick Ave,East,,11.0,Bloor Annex,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4069843034, 43.6660787285)}"
5927026,25984,BP-25132,444,Bloor St W,Bloor St W,North,Howland Ave,West,,11.0,Bloor Annex,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4088607612, 43.6656858645)}"
5927027,25986,BP-28372,425,Sherbourne St,Sherbourne St,East,Homewood Ave,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3738587826, 43.6654247665)}"
5927028,25987,BP-27150,142,Avenue Rd,Davenport Rd,South,Avenue Rd,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3970716425, 43.6745206537)}"
5927029,25988,BP-25433,74A,Ossington Ave,Ossington Ave,West,Humbert St,South,,10.0,Ossington Avenue,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4195358452, 43.6458646359)}"
5927030,25989,BP-31773,1,North York Blvd,North York Blvd,South,Beecroft Rd,East,,18.0,Willowdale,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4150495379, 43.7663411306)}"
5927031,25990,BP-22436,27,College St,College St,South,St Luke Lane,West,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3843703804, 43.6610264861)}"
5927032,25991,BP-26009,820,Logan Ave,Logan Ave,West,Ln S Danforth E Logan,South,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3494799373, 43.6772015317)}"
5927033,25992,BP-25746,52,Exmoor Dr,Lake Shore Blvd W,North,Ww W Fortieth S Lake Shore,West,,3.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5440100772, 43.5917347749)}"
5927034,25993,BP-30173,889,Bloor St W,Bloor St W,South,Ossington Ave,East,,11.0,Bloorcourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4253673993, 43.6619741679)}"
5927035,25994,BP-21624,647A,King St W,King St W,South,Bathurst St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4020580604, 43.6439705306)}"
5927036,25995,BP-31544,948,Queen St E,Queen St E,North,Morse St,East,,14.0,Leslieville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3411310455, 43.6608896435)}"
5927037,25996,BP-30431,349A,Harbord St,Harbord St,South,Ln W Crawford N Harbord,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4210239768, 43.6591374193)}"
5927038,26008,BP-45886,21,Dundas Sq,Dundas Sq,South,Victoria St,West,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3797294881, 43.6558807309)}"
5927039,26017,BP-45869,250,Victoria St,,,,,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.379386579, 43.6556214187)}"
5927040,26022,BP-45879,21,Dundas Sq,Dundas Sq,South,Victoria St,West,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3799311219, 43.6558381774)}"
5927041,26026,BP-45884,21,Dundas Sq,Dundas Sq,South,Victoria St,West,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3798795963, 43.6558510582)}"
5927042,26029,BP-45888,21,Dundas Sq,Dundas Sq,South,Victoria St,West,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3796601079, 43.6558821161)}"
5927043,26037,BP-00889,2419,Yonge St,Soudan Ave,South,Yonge St,East,,12.0,Midtown Yonge,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3969682487, 43.7044650822)}"
5927044,26087,BP-20752,180,Richmond St W,Richmond St W,North,University Ave,West,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3866514564, 43.6502206221)}"
5927045,26088,BP-27539,3158,Yonge St,Yonge St,West,Bedford Park Ave,South,,8.0,Yonge Lawrence Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4028584727, 43.7271453969)}"
5927046,26089,BP-31128,60,Harbour St,Bay St,West,Harbour St,North,,10.0,The Waterfront,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3776735559, 43.6422473812)}"
5927047,26090,BP-29091,12,Lippincott St,Bathurst St,East,Nassau St,South,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4065613, 43.6539086994)}"
5927048,26091,BP-29127,268,College St,College St,North,Ln W Spadina S College,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4004622046, 43.6580266116)}"
5927049,26092,BP-21088,111,Victoria St,Queen St E,South,Victoria St,East,,13.0,Historic Queen East,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3777286079, 43.6526636216)}"
5927050,26093,BP-26236,494,Eglinton Ave W,Eglinton Ave W,North,Tarlton Rd,East,,8.0,The Eglinton Way,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4130206624, 43.7037245223)}"
5927051,26094,BP-29846,204,Augusta Ave,Augusta Ave,West,Baldwin St,North,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4021222256, 43.6545846771)}"
5927052,26095,BP-30685,475,Front St E,Front St E,South,Tannery Rd,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3546977787, 43.6533921696)}"
5927053,26096,BP-27416,315,Spadina Ave,Spadina Ave,East,D'Arcy St,North,,11.0,Chinatown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3982877948, 43.6541056801)}"
5927054,26097,BP-26605,348,Dupont St,Dupont St,North,Kendal Ave,North,,11.0,Dupont by the Castle,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4092948076, 43.6743846987)}"
5927055,26098,BP-28327,467,Jarvis St,Jarvis St,East,Maitland Pl,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3774699196, 43.6644915471)}"
5927056,26099,BP-28715,112,College St,College St,North,University Ave,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3892978111, 43.6602447006)}"
5927057,26100,BP-21937,381,Front St W,Front St W,South,Spadina Ave,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3927232039, 43.6429023483)}"
5927058,26101,BP-24821,219,Fort York Blvd,Fort York Blvd,South,Angelique St,West,,10.0,CityPlace and Fort York,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4055869713, 43.6373289628)}"
5927059,26102,BP-31814,23,Palace St,Rolling Mills Rd,West,Palace St,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.356268063, 43.6538300363)}"
5927060,26103,BP-29392,2525,St Clair Ave W,St Clair Ave W,South,Castleton Ave,South,,5.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4855482584, 43.6684405589)}"
5927061,26104,BP-22254,491,Bay St,Bay St,East,Hagerman St,South,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3829154392, 43.654051858)}"
5927062,26105,BP-30175,695,College St,College St,South,Beatrice St,West,,11.0,Little Italy,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4174227604, 43.6551413986)}"
5927063,26107,BP-25562,235,Ossington Ave,Ossington Ave,East,Dundas St W,South,,10.0,Little Portugal,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4206103711, 43.6491312446)}"
5927064,26108,BP-32276,890,Yonge St,Yonge St,West,Davenport Rd,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.388102053, 43.6732558566)}"
5927065,26109,BP-27659,194,Spadina Ave,Spadina Ave,West,Phoebe St,West,,10.0,,Rack,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3970651249, 43.6500900431)}"
5927066,26110,BP-31343,3,St Patrick St,Pullan Pl,South,St Patrick St,East,,10.0,Queen Street West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3886580936, 43.6507503709)}"
5927067,26111,BP-34558,325,Parliament St,Dundas St E,North,Arnold Ave,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3656194546, 43.6596102869)}"
5927068,26112,BP-34586,439,Dundas St E,Dundas St E,South,Heads Lane,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3664610488, 43.6592410658)}"
5927069,26113,BP-25935,235,Danforth Ave,Danforth Ave,South,Playter Blvd,West,,14.0,Broadview Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3555358577, 43.6767661206)}"
5927070,26114,BP-29000,270,Bathurst St,Bathurst St,East,Carr St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4049008158, 43.649811073)}"
5927071,26115,BP-32668,1131,St Clair Ave W,St Clair Ave W,South,Northcliffe Blvd,West,,9.0,Regal Heights Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4413072016, 43.6782076224)}"
5927072,26119,BP-45871,250,Victoria St,,,,,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3793694701, 43.6555781492)}"
5927073,26126,BP-46105,105,Danforth Ave,,,,,,14.0,Broadview Danforth,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.358116336, 43.6762614262)}"
