_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
5914801,37,BP-11699,70,The Pond Rd,,,Seneca Lane,,,7.0,,Rack,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4998342614, 43.770770152)}"
5914802,43,BP-11900,8,Assiniboine Rd,,,Nelson Rd,,,7.0,,Rack,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5042117859, 43.7681659541)}"
5914803,143,BP-12883,21,Canniff St,,,Strachan Ave,,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4114934143, 43.6414512067)}"
5914804,171,BP-15331,911,Davenport Rd,,,Davenport Rd,,,12.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.423442385, 43.6754029632)}"
5914805,218,BP-13385,145,Queens Quay W,,,York St,,,10.0,The Waterfront,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3796309061, 43.6395897236)}"
5914806,244,BP-15966,87,Avenue Rd,Avenue Rd,East,Elgin Ave,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3953361766, 43.6720003272)}"
5914807,262,BP-13787,147,Baldwin St,,,Spadina Ave,,,11.0,Kensington Market,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.399866471, 43.6548878783)}"
5914808,286,BP-08338,50,Western Battery Rd,,,Pirandello St,East,,10.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4140278737, 43.6399381912)}"
5914809,342,BP-03939,50,Blue Jays Way,,,Mercer St,,,10.0,Toronto Entertainment District,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3921196079, 43.6453175951)}"
5914810,356,BP-05924,1313,Bloor St W,,,St Helens Ave,,,9.0,Bloordale Village,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4439131599, 43.657760908)}"
5914811,417,BP-08045,145,Queens Quay W,,,York St,,,10.0,The Waterfront,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3797055199, 43.6396456737)}"
5914812,418,BP-07766,162,Mc Caul St,,,Mc Caul St,,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3920679391, 43.6556277675)}"
5914813,428,BP-14494,1246,Bloor St W,,,Margueretta St,,,9.0,Bloordale Village,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4400757212, 43.6589713434)}"
5914814,432,BP-09551,203,Kingston Rd,,,Rainsford Rd,,,19.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3089198515, 43.6729386255)}"
5914815,452,BP-15128,180,Elizabeth St,,,Walton St,,,11.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3861627617, 43.6573739814)}"
5914816,455,BP-13734,46,Wellesley St E,,,Wellesley St E,,,13.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.382498214, 43.6654226858)}"
5914817,472,BP-13141,78,Dewson St,,,Dovercourt Rd,,,9.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4271168972, 43.6562992003)}"
5914818,511,BP-11207,59,Spadina Rd,,,Lowther Ave,,,11.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4048640658, 43.6694857255)}"
5914819,609,BP-16195,324,Richmond St W,Richmond St W,North,Widmer St,West,,10.0,Toronto Entertainment District,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3923314199, 43.6488583469)}"
5914820,621,BP-13958,2,London St,,,London St,,,11.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4119212767, 43.6667055315)}"
5914821,623,BP-03606,794,Mount Pleasant Rd,,,Brownlow Ave,,,12.0,Mount Pleasant Village,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3910242322, 43.7081371656)}"
5914822,645,BP-12372,77,Cottingham St,,,Gange Ave,,,12.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3949406497, 43.6800881275)}"
5914823,674,BP-04047,585,King St W,,,Portland St,,,10.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3999421302, 43.6443229021)}"
5914824,697,BP-10113,3080,Yonge St,Yonge St,West,Lawrence Ave W,North,,8.0,Yonge Lawrence Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4024633684, 43.7255657207)}"
5914825,712,BP-10566,61,Hanna Ave,,,Hanna Ave,,,10.0,Liberty Village,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4177710593, 43.6396824074)}"
5914826,725,BP-14256,2980,Bloor St W,,,Willingdon Blvd,,,3.0,The Kingsway,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5095084293, 43.64788277)}"
5914827,735,BP-07881,7,King St E,,,Victoria St,,,13.0,St. Lawrence Market Neighbourhood,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3772480822, 43.6492270087)}"
5914828,837,BP-10390,254A,Kennedy Ave,,,Bloor St W,,,4.0,Bloor West Village,Rack,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4754176918, 43.6517759428)}"
5914829,935,BP-03347,145,Queens Quay W,,,York St,,,10.0,The Waterfront,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3796702843, 43.6396200277)}"
5914830,968,BP-13006,2,Jackes Ave,Yonge St,East,Jackes Ave,North,,12.0,Yonge & St. Clair,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3928795463, 43.6853812709)}"
5914831,985,BP-05479,2,Sussex Ave,,,Sussex Ave,,,11.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3991186059, 43.6655806477)}"
5914832,993,BP-09292,302,King St E,,,King St E,,,13.0,St. Lawrence Market Neighbourhood,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3643395677, 43.6522451657)}"
5914833,1103,BP-16307,2,Sussex Ave,,,Sussex Ave,,,11.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3991396847, 43.6656328921)}"
5914834,1135,BP-12471,8,Assiniboine Rd,,,Kidd Ter,,,7.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5047969717, 43.7678846983)}"
5914835,1153,BP-08068,2013,Eglinton Ave W,,,Miranda Ave,,,9.0,Fairbank Village,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4554091381, 43.6944651011)}"
5914836,1154,BP-13362,1229,Queen St W,,,Noble St,,,4.0,Parkdale Village,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4296536519, 43.6418449425)}"
5914837,1168,BP-15552,61,Hanna Ave,,,Hanna Ave,,,10.0,Liberty Village,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4177104044, 43.6396802034)}"
5914838,1187,BP-13552,258,Christie St,,,Melville Ave,,,11.0,,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.421305249, 43.6708575441)}"
5914839,1206,BP-19354,1351,Dufferin St,Dufferin St,East,Geary Ave,North,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4394381359, 43.6696668485)}"
5914840,1207,BP-19464,1729,Bloor St W,Bloor St W,South,Keele St,East,,4.0,Bloor By The Park,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4595970533, 43.6547063024)}"
5914841,1208,BP-19355,1351,Dufferin St,Dufferin St,East,Geary Ave,North,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4394630811, 43.6697208517)}"
5914842,1209,BP-19463,1729,Bloor St W,Bloor St W,South,Keele St,East,,4.0,Bloor By The Park,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4596293037, 43.6546993737)}"
5914843,1211,BP-19333,499,King St W,King St W,South,Brant St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3974027587, 43.6449173701)}"
5914844,1212,BP-19335,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3919370352, 43.6449161416)}"
5914845,1213,BP-19336,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3919399285, 43.644927063)}"
5914846,1214,BP-19334,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3919314193, 43.6449027423)}"
5914847,1215,BP-19337,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14.0,Leslieville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3364635363, 43.6617949874)}"
5914848,1216,BP-19338,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14.0,Leslieville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3364809213, 43.6617897825)}"
5914849,1217,BP-19339,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14.0,Leslieville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.336557153, 43.6617703046)}"
5914850,1218,BP-19340,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14.0,Leslieville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3365977826, 43.6617617124)}"
5914851,1219,BP-19346,169,Harbord St,Harbord St,South,Borden St,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4074025364, 43.6619155977)}"
5914852,1220,BP-19347,93,Harbord St,Harbord St,South,Robert St,East,,11.0,Harbord Street,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4035793645, 43.6626911699)}"
5914853,1221,BP-19348,410,College St,College St,North,Lippincott St,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4063602129, 43.6568388713)}"
5914854,1222,BP-19349,142,Bathurst St,Bathurst St,West,Portugal Sq,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4035276848, 43.6456769727)}"
5914855,1223,BP-19350,142,Bathurst St,Bathurst St,West,Portugal Sq,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4035356606, 43.6456967915)}"
5914856,1224,BP-19351,82,Bathurst St,Bathurst St,West,King St W,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4025140687, 43.6431886022)}"
5914857,1226,BP-19353,398,Adelaide St W,Adelaide St W,North,Spadina Ave,West,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.396190851, 43.6466849368)}"
5914858,1235,BP-19444,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3884915956, 43.6489205019)}"
5914859,1236,BP-19446,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3884642864, 43.6489273433)}"
5914860,1237,BP-19447,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3883643881, 43.6489457436)}"
5914861,1238,BP-19448,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.388351801, 43.6489484317)}"
5914862,1240,BP-19449,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3883417436, 43.6489505912)}"
5914863,1241,BP-19359,42,Pardee Ave,Pardee Ave,West,Liberty St,South,,10.0,Liberty Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4228696291, 43.6376435752)}"
5914864,1242,BP-19358,42,Pardee Ave,Pardee Ave,West,Liberty St,South,,10.0,Liberty Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4228602162, 43.6376191391)}"
5914865,1243,BP-19422,100,Richmond St W,York St,East,Queen St W,South,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3847480236, 43.6510295974)}"
5914866,1244,BP-19423,145,Richmond St W,University Ave,East,Richmond St W,South,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3859382671, 43.6500007296)}"
5914867,1245,BP-19425,145,Richmond St W,Richmond St W,South,University Ave,East,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3858652704, 43.6501022461)}"
5914868,1253,BP-09703,15,Keele St,,,Parkside Dr,,,4.0,Bloor By The Park,Rack,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4600197489, 43.6554651121)}"
5914869,1289,BP-19323,1256,Bay St,Bay St,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3901617595, 43.6710695329)}"
5914870,1290,BP-19328,1000,College St,College St,North,Rusholme Rd,West,,9.0,College Promenade,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.428664155, 43.6531956543)}"
5914871,1291,BP-19330,998,College St,College St,North,Rusholme Rd,West,,9.0,College Promenade,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4285439812, 43.6532237264)}"
5914872,1292,BP-19332,924,College St,College St,North,Dovercourt Rd,East,,9.0,College Promenade,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4256786963, 43.6538245943)}"
5914873,1293,BP-19384,2340,Yonge St,Yonge St,West,Roehampton Ave,South,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3986556959, 43.7077415687)}"
5914874,1294,BP-19382,3042,Yonge St,Yonge St,West,Lawrence Ave W,South,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4022880024, 43.7248914229)}"
5914875,1295,BP-19383,3042,Yonge St,Yonge St,West,Lawrence Ave W,South,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4022823918, 43.724868789)}"
5914876,1296,BP-19388,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3986135532, 43.7074788563)}"
5914877,1297,BP-19385,2340,Yonge St,Yonge St,West,Roehampton Ave,South,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3986500148, 43.7077183494)}"
5914878,1298,BP-19386,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3986187802, 43.7075211939)}"
5914879,1299,BP-19387,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3986157033, 43.707498886)}"
5914880,1300,BP-19390,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.398603221, 43.7074103024)}"
5914881,1301,BP-19391,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3985967795, 43.7073744357)}"
5914882,1329,BP-08567,409,Bloor St E,,,Bloor St E,,,13.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.377490628, 43.6721302886)}"
5914883,1335,BP-03998,69,Queen St E,,,Berti St,,,13.0,Historic Queen East,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3761864782, 43.6529907723)}"
5914884,1352,BP-07798,102,Atlantic Ave,,,Hanna Ave,,,10.0,Liberty Village,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4209816128, 43.6391278554)}"
5914885,1371,BP-03257,3381,Lake Shore Blvd W,,,Twenty Eighth St,,,3.0,Long Branch,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5274636376, 43.5956923222)}"
5914886,1389,BP-06757,1229,Queen St W,,,Noble St,,,4.0,Parkdale Village,,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4296145828, 43.6418455215)}"
5914887,1410,BP-19575,171,The Esplanade,Lower Sherbourne St,West,The Esplanade,South,,10.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3672567092, 43.6488141035)}"
5914888,1411,BP-19576,171,The Esplanade,Lower Sherbourne St,West,The Esplanade,South,,10.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3672422412, 43.6487810427)}"
5914889,1412,BP-19577,171,The Esplanade,Lower Sherbourne St,West,The Esplanade,South,,10.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3672264954, 43.6487428496)}"
5914890,1413,BP-19578,171,The Esplanade,Lower Sherbourne St,West,The Esplanade,South,,10.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3672121717, 43.6487062335)}"
5914891,1416,BP-19582,238,Front St E,Front St E,North,Berkeley St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3643938156, 43.6512593744)}"
5914892,1417,BP-19583,238,Front St E,Front St E,North,Berkeley St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3644466635, 43.6512480684)}"
5914893,1418,BP-19584,238,Front St E,Front St E,North,Berkeley St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3644995238, 43.6512367713)}"
5914894,1419,BP-19585,260,Front St E,Front St E,North,Berkeley St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3636053719, 43.6514398498)}"
5914895,1420,BP-19587,260,Front St E,Front St E,North,Berkeley St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3634507872, 43.6514768678)}"
5914896,1421,BP-19588,260,Front St E,Front St E,North,Berkeley St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3634019236, 43.6514912836)}"
5914897,1422,BP-19589,41,Avenue Rd,Avenue Rd,East,Yorkville Ave,North,,11.0,Bloor-Yorkville,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3948149943, 43.6706472734)}"
5914898,1423,BP-19590,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3948706883, 43.6701983473)}"
5914899,1424,BP-19591,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3948580691, 43.6701672811)}"
5914900,1425,BP-19592,34,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3948421908, 43.6701349157)}"
5914901,1426,BP-19593,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3948295716, 43.6701038495)}"
5914902,1427,BP-19595,,Yonge St,Yonge St,East,Bloor St E,North,,11.0,Bloor Street,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3867771814, 43.6705028285)}"
5914903,1428,BP-19598,490,Sherbourne St,Sherbourne St,West,Lourdes Lane,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3750122815, 43.667661209)}"
5914904,1468,BP-19417,254,Queen St W,Queen St W,North,John St,West,,10.0,Queen Street West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3912572424, 43.6498925948)}"
5914905,1469,BP-19418,75,Simcoe St,Simcoe St,East,King St W,South,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3859372289, 43.6472281016)}"
5914906,1470,BP-19419,75,Simcoe St,Simcoe St,East,King St W,South,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3859269913, 43.6472011953)}"
5914907,1471,BP-19420,75,Simcoe St,Simcoe St,East,King St W,South,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3859153068, 43.6471724153)}"
5914908,1472,BP-19428,181,Bedford Rd,Davenport Rd,North,Bedford Rd,East,,11.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3993837659, 43.6744482622)}"
5914909,1473,BP-19430,354,Davenport Rd,Davenport Rd,East,Dupont St,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4015670194, 43.6752714617)}"
5914910,1474,BP-19451,,,Walton St,North,Yonge St,West,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3820931641, 43.658695881)}"
5914911,1475,BP-19452,,,Walton St,North,Yonge St,West,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3821277697, 43.6586884725)}"
5914912,1476,BP-19453,,,Walton St,North,Yonge St,West,,11.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3822979189, 43.6586526965)}"
5914913,1477,BP-19465,55,Gateway Blvd,Gateway Blvd,East,Grenoble Dr,North,,16.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3303814167, 43.711855821)}"
5914914,1478,BP-19466,55,Gateway Blvd,Gateway Blvd,East,Grenoble Dr,North,,16.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3303769734, 43.7118252821)}"
