"","id","stNumber","stName","type"
"15148",7641903,916,"kingston rd","Ring"
"15149",7641904,99,"harbour sq","Ring"
"15150",7641905,215,"augusta ave","Ring"
"15151",7641906,405,"jane st","Ring"
"15152",7641907,782,"dundas st w","Ring"
"15153",7641908,647,"st clair ave w","Ring"
"15154",7641909,672,"dupont st","Ring"
"15155",7641910,1560,"yonge st","Ring"
"15156",7641911,68,"howard park ave","Ring"
"15157",7641912,947,"queen st e","Ring"
"15158",7641913,2335,"dundas st w","Ring"
"15159",7641914,80,"cumberland st","Ring"
"15160",7641916,153,"bloor st w","Ring"
"15161",7641917,71,"winchester st","Ring"
"15162",7641918,25,"st mary st","Ring"
"15163",7641919,2125,"lawrence ave e","Ring"
"15164",7641920,812,"o'connor dr","Ring"
"15165",7641921,735,"queen st w","Ring"
"15166",7641923,395,"king st w","Ring"
"15167",7641924,142,"kendal ave","Ring"
"15168",7641925,139,"spadina ave","Ring"
"15169",7641926,583,"king st w","Ring"
"15170",7641927,370,"queens quay w","Ring"
"15171",7641928,3076,"dundas st w","Ring"
"15172",7641929,978,"danforth ave","Ring"
"15173",7641930,20,"orde st","Ring"
"15174",7641931,471,"front st e","Ring"
"15175",7641932,55,"berkeley st","Ring"
"15176",7641933,160,"bloor st e","Ring"
"15177",7641934,1354,"danforth ave","Ring"
"15178",7641935,970,"gerrard st e","Ring"
"15179",7641936,531,"parliament st","Ring"
"15180",7641937,301,"moore ave","Ring"
"15181",7641938,1556,"dupont st","Ring"
"15182",7641939,150,"dundas st w","Ring"
"15183",7641940,70,"mill st","Ring"
"15184",7641941,158,"cumberland st","Ring"
"15185",7641942,256,"crawford st","Ring"
"15186",7641943,925,"st clair ave w","Ring"
"15187",7641944,166,"seaton st","Ring"
"15188",7641945,904,"queen st e","Ring"
"15189",7641946,604,"christie st","Ring"
"15190",7641947,954,"king st w","Ring"
"15191",7641948,225,"wellington st w","Ring"
"15192",7641949,70,"temperance st","Ring"
"15193",7641950,1035,"eglinton ave w","Ring"
"15194",7641951,1256,"bay st","Ring"
"15195",7641952,3,"chaplin cres","Ring"
"15196",7641953,20,"palace st","Ring"
"15197",7641954,703,"bloor st w","Ring"
"15198",7641955,365,"college st","Ring"
"15199",7641956,349,"adelaide st w","Ring"
"15200",7641957,333,"harbord st","Ring"
"15201",7641958,489,"wellington st w","Ring"
"15202",7641959,110,"sudbury st","Ring"
"15203",7641960,815,"queen st w","Ring"
"15204",7641961,53,"scollard st","Ring"
"15205",7641964,355,"spadina ave","Ring"
"15206",7641965,4,"st joseph st","Ring"
"15207",7641966,2342,"bloor st w","Ring"
"15208",7641967,307,"palmerston blvd","Ring"
"15209",7641970,10,"lower spadina ave","Ring"
"15210",7641971,128,"simcoe st","Ring"
"15211",7641972,222,"st patrick st","Ring"
"15212",7641973,657,"spadina ave","Ring"
"15213",7641974,31,"britain st","Ring"
"15214",7641975,37,"shuter st","Ring"
"15215",7641976,1140,"bloor st w","Ring"
"15216",7641977,4,"westmoreland ave","Ring"
"15217",7641978,31,"britain st","Ring"
"15218",7641979,560,"parliament st","Ring"
"15219",7641980,320,"huron st","Ring"
"15220",7641981,6,"st clair ave e","Ring"
"15221",7641982,1668,"st clair ave w","Ring"
"15222",7641983,648,"spadina ave",NA
"15223",7641984,1075,"queen st e","Ring"
"15224",7641985,117,"peter st","Ring"
"15225",7641986,354,"davenport rd","Ring"
"15226",7641987,194,"wellesley st e","Ring"
"15227",7641988,144,"front st w","Ring"
"15228",7641989,891,"bloor st w","Ring"
"15229",7641990,580,"king st w","Ring"
"15230",7641991,135,"st clair ave w",NA
"15231",7641992,180,"elizabeth st",NA
"15232",7641993,61,"hanna ave",NA
"15233",7641994,100,"richmond st w","Ring"
"15234",7641995,3055,"bloor st w","Ring"
"15235",7641996,209,"wellington st w","Ring"
"15236",7641997,154,"spadina ave","Ring"
"15237",7641998,71,"winchester st","Ring"
"15238",7641999,288,"bremner blvd","Ring"
"15239",7642000,525,"parliament st","Ring"
"15240",7642001,249,"dufferin st","Ring"
"15241",7642002,3453,"yonge st","Ring"
"15242",7642003,1519,"bayview ave","Ring"
"15243",7642004,1706,"danforth ave","Ring"
"15244",7642005,1774,"eglinton ave w","Ring"
"15245",7642006,268,"roncesvalles ave","Ring"
"15246",7642007,1233,"bay st","Ring"
"15247",7642008,1761,"eglinton ave w","Ring"
"15248",7642009,928,"dundas st w","Ring"
"15249",7642010,15,"scadding ave","Ring"
"15250",7642012,796,"king st w","Ring"
"15251",7642013,112,"harbord st","Ring"
"15252",7642014,4,"noble st","Ring"
"15253",7642015,742,"spadina ave","Ring"
"15254",7642016,633,"queen st w","Ring"
"15255",7642017,311,"richmond st e","Ring"
"15256",7642018,2448,"bloor st w","Ring"
"15257",7642019,5025,"yonge st","Ring"
"15258",7642020,491,"eglinton ave w","Ring"
"15259",7642021,101,"college st","Ring"
"15260",7642022,25,"ansell ave","Ring"
"15261",7642023,299,"bloor st w","Ring"
"15262",7642024,278,"dupont st","Ring"
"15263",7642025,1543,"eglinton ave w","Ring"
"15264",7642026,1173,"dundas st w","Ring"
"15265",7642027,264,"beatrice st","Ring"
"15266",7642028,1631,"queen st w","Ring"
"15267",7642029,410,"queens quay w","Ring"
"15268",7642030,502,"eglinton ave w","Ring"
"15269",7642031,2456,"lake shore blvd w","Ring"
"15270",7642032,86,"walnut ave","Ring"
"15271",7642033,288,"bremner blvd","Ring"
"15272",7642034,654,"queen st w","Ring"
"15273",7642035,2361,"lake shore blvd w","Ring"
"15274",7642036,74,"spruce st","Ring"
"15275",7642037,399,"church st","Ring"
"15276",7642039,675,"danforth ave","Ring"
"15277",7642040,751,"pape ave","Ring"
"15278",7642041,390,"queens quay w","Ring"
"15279",7642042,1548,"bayview ave","Ring"
"15280",7642043,635,"mount pleasant rd","Ring"
"15281",7642044,955,"royal york rd","Ring"
"15282",7642046,74,"wellesley st e","Ring"
"15283",7642047,358,"broadview ave","Ring"
"15284",7642049,7,"markham st","Ring"
"15285",7642050,5,"mercer st","Ring"
"15286",7642051,129,"college st","Ring"
"15287",7642052,1005,"king st w","Ring"
"15288",7642053,175,"harbord st","Ring"
"15289",7642054,25,"hayden st","Ring"
"15290",7642055,50,"wabash ave","Ring"
"15291",7642056,1265,"dundas st w","Ring"
"15292",7642057,1982,"danforth ave","Ring"
"15293",7642058,140,"st george st","Ring"
"15294",7642059,105,"mc caul st","Ring"
"15295",7642060,707,"st clair ave w","Ring"
"15296",7642061,745,"mount pleasant rd","Ring"
"15297",7642062,1423,"gerrard st e","Ring"
"15298",7642063,163,"queen st e","Ring"
"15299",7642066,8,"macdonell ave","Ring"
"15300",7642067,898,"bloor st w","Ring"
"15301",7642069,980,"bloor st w","Ring"
"15302",7642070,798,"broadview ave","Ring"
"15303",7642071,62,"high park ave","Ring"
"15304",7642072,632,"college st","Ring"
"15305",7642073,2108,"yonge st","Ring"
"15306",7642074,1180,"queen st e","Ring"
"15307",7642075,10,"dalton rd","Ring"
"15308",7642076,795,"college st","Ring"
"15309",7642077,2352,"dufferin st","Ring"
"15310",7642078,1005,"king st w","Ring"
"15311",7642079,284,"queen st w","Ring"
"15312",7642082,108,"ossington ave","Ring"
"15313",7642083,124,"devonshire pl","Ring"
"15314",7642084,478,"queen st e","Ring"
"15315",7642085,425,"king st e","Ring"
"15316",7642086,15,"cooper st","Ring"
"15317",7642087,900,"queen st w","Ring"
"15318",7642088,775,"king st w","Ring"
"15319",7642089,2558,"yonge st","Ring"
"15320",7642090,250,"dundas st w","Ring"
"15321",7642091,215,"ossington ave","Ring"
"15322",7642092,1,"brunswick ave","Ring"
"15323",7642093,387,"dundas st e","Ring"
"15324",7642094,70,"gloucester st","Ring"
"15325",7642095,111,"geary ave","Ring"
"15326",7642096,105,"mutual st","Ring"
"15327",7642097,250,"college st","Ring"
"15328",7642098,3164,"yonge st","Ring"
"15329",7642099,140,"st george st","Ring"
"15330",7642100,353,"oakwood ave","Ring"
"15331",7642101,777,"bay st","Ring"
"15332",7642102,51,"eglinton ave e","Ring"
"15333",7642103,18,"duncan st","Ring"
"15334",7642104,585,"university ave","Ring"
"15335",7642105,1641,"queen st e","Ring"
"15336",7642106,165,"jameson ave","Ring"
"15337",7642107,1101,"bloor st w","Ring"
"15338",7642108,582,"lansdowne ave","Ring"
"15339",7642109,22,"college st","Ring"
"15340",7642110,410,"queens quay w","Ring"
"15341",7642111,1045,"pape ave","Ring"
"15342",7642112,104,"gerrard st e","Ring"
"15343",7642113,444,"front st w","Ring"
"15344",7642114,372,"spadina ave","Ring"
"15345",7642115,12,"lippincott st","Ring"
"15346",7642116,848,"bathurst st","Ring"
"15347",7642118,1269,"weston rd","Ring"
"15348",7642120,647,"bloor st w","Ring"
"15349",7642122,299,"morningside ave","Ring"
"15350",7642123,100,"cooperage st","Ring"
"15351",7642124,121,"carlton st","Ring"
"15352",7642125,276,"augusta ave","Ring"
"15353",7642126,23,"queen's park cres e","Ring"
"15354",7642128,897,"queen st w","Ring"
"15355",7642129,1098,"queen st e","Ring"
"15356",7642130,581,"dundas st w","Ring"
"15357",7642131,351,"queen st w","Ring"
"15358",7642132,325,"parliament st","Ring"
"15359",7642133,3,"irwin ave","Ring"
"15360",7642134,92,"chestnut st","Ring"
"15361",7642135,2567,"dundas st w","Ring"
"15362",7642136,948,"st clair ave w","Ring"
"15363",7642137,40,"elm st","Ring"
"15364",7642139,1951,"eglinton ave w","Ring"
"15365",7642140,4,"gladstone ave","Ring"
"15366",7642141,129,"peter st","Ring"
"15367",7642142,1157,"davenport rd","Ring"
"15368",7642143,1022,"bloor st w","Ring"
"15369",7642144,1722,"queen st w","Ring"
"15370",7642145,33,"munro st","Ring"
"15371",7642146,508,"spadina ave","Ring"
"15372",7642147,405,"spadina ave","Ring"
"15373",7642148,60,"carlton st","Ring"
"15374",7642149,239,"college st","Ring"
"15375",7642150,280,"king st e","Ring"
"15376",7642151,1071,"queen st w","Ring"
"15377",7642152,541,"mount pleasant rd","Ring"
"15378",7642153,1427,"kingston rd","Ring"
"15379",7642154,70,"jefferson ave","Ring"
"15380",7642155,393,"university ave","Ring"
"15381",7642156,5,"benson ave","Ring"
"15382",7642157,394,"euclid ave","Ring"
"15383",7642158,831,"college st","Ring"
"15384",7642159,22,"wellesley st w","Ring"
"15385",7642160,109,"queen st e","Ring"
"15386",7642161,117,"spadina rd","Ring"
"15387",7642162,15,"lower simcoe st","Ring"
"15388",7642163,1107,"college st","Ring"
"15389",7642164,101,"niagara st","Ring"
"15390",7642166,163,"dalhousie st","Ring"
"15391",7642167,24,"wellesley st w","Ring"
"15392",7642168,25,"cole st","Ring"
"15393",7642170,150,"front st e","Ring"
"15394",7642171,275,"queens quay w","Ring"
"15395",7642173,376,"bloor st w","Ring"
"15396",7642174,111,"chestnut st","Ring"
"15397",7642175,281,"spadina ave","Ring"
"15398",7642176,74,"spadina rd","Ring"
"15399",7642177,781,"queen st e","Ring"
"15400",7642178,617,"danforth ave","Ring"
"15401",7642179,1257,"queen st w","Ring"
"15402",7642180,470,"yonge st","Ring"
"15403",7642181,460,"king st w","Ring"
"15404",7642183,19,"baldwin st","Ring"
"15405",7642184,384,"pacific ave","Ring"
"15406",7642185,985,"danforth ave","Ring"
"15407",7642186,263,"mc caul st","Ring"
"15408",7642187,60,"mill st","Ring"
"15409",7642188,225,"queen st e","Ring"
"15410",7642189,1300,"bay st","Ring"
"15411",7642190,1475,"danforth ave","Ring"
"15412",7642191,345,"carlaw ave","Ring"
"15413",7642192,832,"eglinton ave e","Ring"
"15414",7642193,1346,"bloor st w","Ring"
"15415",7642194,40,"dundas st w","Ring"
"15416",7642195,25,"mill st","Ring"
"15417",7642196,82,"yorkville ave","Ring"
"15418",7642197,315,"danforth ave","Ring"
"15419",7642198,707,"st clair ave w","Ring"
"15420",7642199,1003,"bloor st w","Ring"
"15421",7642200,1486,"danforth ave","Ring"
"15422",7642201,300,"front st w","Ring"
"15423",7642202,19,"grand trunk cres","Ring"
"15424",7642204,126,"strachan ave","Ring"
"15425",7642205,2455,"danforth ave","Ring"
"15426",7642206,605,"college st","Ring"
"15427",7642207,225,"brooke ave","Ring"
"15428",7642208,184,"danforth ave","Ring"
"15429",7642209,1425,"queen st w","Ring"
"15430",7642210,220,"langley ave","Ring"
"15431",7642211,217,"parliament st","Ring"
"15432",7642212,1731,"dundas st w","Ring"
"15433",7642213,1070,"queen st w","Ring"
"15434",7642214,65,"wright ave","Ring"
"15435",7642215,51,"bathurst st","Ring"
"15436",7642216,390,"bay st","Ring"
"15437",7642217,250,"davisville ave","Ring"
"15438",7642218,140,"charles st w","Ring"
"15439",7642219,1182,"bloor st w","Ring"
"15440",7642220,401,"bay st","Ring"
"15441",7642221,401,"front st e","Ring"
"15442",7642222,469,"front st e","Ring"
"15443",7642223,557,"church st","Ring"
"15444",7642224,766,"king st w","Ring"
"15445",7642225,194,"spadina ave","Ring"
"15446",7642226,168,"bathurst st","Ring"
"15447",7642227,106,"harbord st","Ring"
"15448",7642228,32,"lisgar st","Ring"
"15449",7642229,993,"queen st w","Ring"
"15450",7642230,244,"bloor st w","Ring"
"15451",7642231,412,"college st","Ring"
"15452",7642232,219,"jarvis st","Ring"
"15453",7642233,129,"college st","Ring"
"15454",7642234,1615,"bayview ave","Ring"
"15455",7642235,74,"the esplanade","Ring"
"15456",7642236,1615,"bayview ave","Ring"
"15457",7642237,407,"queen st w","Ring"
"15458",7642238,110,"charles st e","Ring"
"15459",7642239,51,"dockside dr","Ring"
"15460",7642240,51,"trolley cres","Ring"
"15461",7642241,400,"richmond st w","Ring"
"15462",7642242,556,"yonge st","Ring"
"15463",7642243,1421,"dundas st w","Ring"
"15464",7642244,1274,"dundas st w","Ring"
"15465",7642245,1197,"bloor st w","Ring"
"15466",7642246,1120,"dundas st e","Ring"
"15467",7642247,1312,"queen st w","Ring"
"15468",7642248,71,"granby st","Ring"
"15469",7642249,480,"dundas st e","Ring"
"15470",7642250,12,"lippincott st","Ring"
"15471",7642251,2,"donlands ave","Ring"
"15472",7642252,525,"wilson ave","Ring"
"15473",7642253,105,"isabella st","Ring"
"15474",7642254,969,"queen st w","Ring"
"15475",7642255,215,"victoria st","Ring"
"15476",7642256,239,"queens quay w","Ring"
"15477",7642257,10,"spadina rd","Ring"
"15478",7642258,559,"yonge st","Ring"
"15479",7642260,135,"jefferson ave","Ring"
"15480",7642261,159,"avenue rd","Ring"
"15481",7642262,1100,"bloor st w","Ring"
"15482",7642263,1115,"queen st w","Ring"
"15483",7642264,25,"bond st","Ring"
"15484",7642265,1420,"lake shore blvd e","Ring"
"15485",7642266,191,"sherbourne st","Ring"
"15486",7642267,40,"dundas st w","Ring"
"15487",7642268,176,"elm st","Ring"
"15488",7642269,239,"college st","Ring"
"15489",7642270,600,"fleet st","Ring"
"15490",7642271,105,"isabella st","Ring"
"15491",7642272,311,"jarvis st","Ring"
"15492",7642273,3309,"yonge st","Ring"
"15493",7642274,2126,"bloor st w","Ring"
"15494",7642275,209,"wellington st w","Ring"
"15495",7642276,25,"toronto st","Ring"
"15496",7642277,391,"adelaide st w","Ring"
"15497",7642278,140,"charles st w","Ring"
"15498",7642279,2062,"lawrence ave e","Ring"
"15499",7642281,2389,"lake shore blvd w","Ring"
"15500",7642282,197,"wellesley st e","Ring"
"15501",7642283,239,"college st","Ring"
"15502",7642284,773,"yonge st","Ring"
"15503",7642285,326,"college st","Ring"
"15504",7642286,111,"broadview ave","Ring"
"15505",7642287,228,"roncesvalles ave","Ring"
"15506",7642288,103,"roncesvalles ave","Ring"
"15507",7642289,1819,"yonge st","Ring"
"15508",7642290,797,"queen st w","Ring"
"15509",7642291,203,"queens quay w","Ring"
"15510",7642292,100,"gloucester st","Ring"
"15511",7642293,5791,"yonge st","Ring"
"15512",7642294,299,"bloor st w","Ring"
"15513",7642295,110,"elm st","Ring"
"15514",7642296,291,"college st","Ring"
"15515",7642297,94,"berkeley st","Ring"
"15516",7642298,533,"bloor st w","Ring"
"15517",7642299,1,"springhurst ave","Ring"
"15518",7642300,356,"bloor st w","Ring"
"15519",7642301,669,"college st","Ring"
"15520",7642302,314,"davenport rd","Ring"
"15521",7642303,809,"yonge st","Ring"
"15522",7642304,890,"yonge st","Ring"
"15523",7642305,2257,"dundas st w","Ring"
"15524",7642306,191,"king st e","Ring"
"15525",7642307,35,"jarvis st","Ring"
"15526",7642308,1080,"queen st e","Ring"
"15527",7642309,2044,"queen st e","Ring"
"15528",7642310,365,"manning ave","Ring"
"15529",7642311,486,"spadina ave","Ring"
"15530",7642312,229,"queen st w","Ring"
"15531",7642313,653,"dupont st","Ring"
"15532",7642314,318,"richmond st w","Ring"
"15533",7642315,15,"dundonald st","Ring"
"15534",7642316,322,"bloor st w","Ring"
"15535",7642317,325,"bremner blvd","Ring"
"15536",7642318,1410,"dupont st","Ring"
"15537",7642319,1400,"dupont st","Ring"
"15538",7642320,830,"lansdowne ave","Ring"
"15539",7642321,2906,"danforth ave","Ring"
"15540",7642322,206,"st george st","Ring"
"15541",7642323,1098,"bathurst st","Ring"
"15542",7642324,22,"duncan st","Ring"
"15543",7642325,219,"dufferin st","Ring"
"15544",7642326,330,"university ave","Ring"
"15545",7642327,766,"college st","Ring"
"15546",7642328,585,"university ave","Ring"
"15547",7642329,231,"vaughan rd","Ring"
"15548",7642330,622,"christie st","Ring"
"15549",7642331,4325,"mccowan rd","Ring"
"15550",7642332,90,"shuter st","Ring"
"15551",7642333,176,"elm st","Ring"
"15552",7642336,555,"richmond st w","Ring"
"15553",7642338,365,"melrose ave","Ring"
"15554",7642340,235,"ossington ave","Ring"
"15555",7642341,457,"parliament st","Ring"
"15556",7642342,68,"third st","Ring"
"15557",7642343,215,"augusta ave","Ring"
"15558",7642344,900,"queen st e","Ring"
"15559",7642345,559,"college st","Ring"
"15560",7642347,83,"lynd ave","Ring"
"15561",7642349,30,"adelaide st e","Ring"
"15562",7642350,3444,"yonge st","Ring"
"15563",7642351,1457,"queen st w","Ring"
"15564",7642352,2072,"dundas st w","Ring"
"15565",7642353,12,"madison ave","Ring"
"15566",7642355,63,"gould st","Ring"
"15567",7642356,33,"gerrard st e","Ring"
"15568",7642357,248,"bloor st w","Ring"
"15569",7642358,431,"college st","Ring"
"15570",7642359,2324,"bloor st w","Ring"
"15571",7642360,423,"richmond st w","Ring"
"15572",7642361,235,"mc caul st","Ring"
"15573",7642362,1137,"queen st e","Ring"
"15574",7642363,399,"macpherson ave","Ring"
"15575",7642364,1098,"yonge st","Ring"
"15576",7642365,1573,"dundas st w","Ring"
"15577",7642366,158,"eastern ave","Ring"
"15578",7642367,475,"front st e","Ring"
"15579",7642368,298,"gerrard st e","Ring"
"15580",7642369,272,"sherbourne st","Ring"
"15581",7642370,58,"sumach st","Ring"
"15582",7642371,874,"queen st w","Ring"
"15583",7642372,718,"queen st w","Ring"
"15584",7642373,220,"simcoe st","Ring"
"15585",7642374,277,"queen st w","Ring"
"15586",7642375,100,"bain ave","Ring"
"15587",7642376,1008,"pape ave","Ring"
"15588",7642377,632,"bloor st w","Ring"
"15589",7642378,503,"queen st e","Ring"
"15590",7642379,181,"university ave","Ring"
"15591",7642380,521,"dundas st w","Ring"
"15592",7642382,301,"moore ave","Ring"
"15593",7642383,581,"markham st","Ring"
"15594",7642384,110,"st george st","Ring"
"15595",7642385,1491,"yonge st","Ring"
"15596",7642386,534,"parliament st","Ring"
"15597",7642387,835,"queen st e","Ring"
"15598",7642388,194,"wellesley st e","Ring"
"15599",7642389,1000,"yonge st","Ring"
"15600",7642390,697,"queen st w","Ring"
"15601",7642391,766,"college st","Ring"
"15602",7642392,922,"queen st e","Ring"
"15603",7642393,823,"lansdowne ave","Ring"
"15604",7642394,19,"york st","Ring"
"15605",7642395,274,"king st w","Ring"
"15606",7642396,1,"shaw st","Ring"
