"","id","stNumber","stName","type"
"14503",7641213,333,"roncesvalles ave","Ring"
"14504",7641214,491,"parliament st","Ring"
"14505",7641216,33,"russell st","Ring"
"14506",7641217,97,"collier st","Ring"
"14507",7641219,318,"dundas st w","Ring"
"14508",7641220,100,"gloucester st","Ring"
"14509",7641221,179,"first ave","Ring"
"14510",7641222,187,"church st","Ring"
"14511",7641223,245,"queens quay w","Ring"
"14512",7641224,1910,"eglinton ave w","Ring"
"14513",7641225,101,"richmond st w","Ring"
"14514",7641226,1678,"avenue rd","Ring"
"14515",7641227,260,"queens quay w","Ring"
"14516",7641228,150,"john st","Ring"
"14517",7641229,1265,"queen st w","Ring"
"14518",7641230,222,"niagara st","Ring"
"14519",7641231,66,"maitland st","Ring"
"14520",7641232,356,"king st w","Ring"
"14521",7641233,1136,"queen st w","Ring"
"14522",7641234,56,"queen st e","Ring"
"14523",7641235,41,"cranfield rd","Ring"
"14524",7641237,2466,"dundas st w","Ring"
"14525",7641238,1,"queen st e","Ring"
"14526",7641239,120,"tecumseth st","Ring"
"14527",7641240,464,"spadina ave","Ring"
"14528",7641241,1422,"yonge st","Ring"
"14529",7641242,985,"queen st e","Ring"
"14530",7641243,484,"church st","Ring"
"14531",7641244,37,"shuter st","Ring"
"14532",7641246,139,"king st e","Ring"
"14533",7641247,119,"george st","Ring"
"14534",7641248,720,"bathurst st","Ring"
"14535",7641249,175,"wellington st w","Ring"
"14536",7641250,111,"victoria st","Ring"
"14537",7641252,2,"brentwood rd n","Ring"
"14538",7641253,1211,"king st w","Ring"
"14539",7641254,391,"yonge st","Ring"
"14540",7641255,175,"college st","Ring"
"14541",7641256,488,"college st","Ring"
"14542",7641257,222,"elm st","Ring"
"14543",7641258,135,"dundas st e","Ring"
"14544",7641259,295,"roncesvalles ave","Ring"
"14545",7641260,3009,"dundas st w","Ring"
"14546",7641261,167,"main st","Ring"
"14547",7641262,1314,"danforth ave","Ring"
"14548",7641263,225,"adelaide st w","Ring"
"14549",7641264,33,"mill st","Ring"
"14550",7641265,31,"britain st","Ring"
"14551",7641266,31,"britain st","Ring"
"14552",7641267,1331,"danforth ave","Ring"
"14553",7641268,265,"davenport rd","Ring"
"14554",7641269,25,"hayden st","Ring"
"14555",7641270,1086,"bloor st w","Ring"
"14556",7641271,484,"king st e","Ring"
"14557",7641272,568,"spadina cres","Ring"
"14558",7641274,525,"wilson ave","Ring"
"14559",7641275,318,"richmond st w","Ring"
"14560",7641276,243,"bloor st e","Ring"
"14561",7641277,371,"queen st e","Ring"
"14562",7641278,1756,"dundas st w","Ring"
"14563",7641279,40,"mc caul st","Ring"
"14564",7641280,1560,"yonge st","Ring"
"14565",7641281,2471,"yonge st","Ring"
"14566",7641282,885,"dundas st e","Ring"
"14567",7641283,51,"dockside dr","Ring"
"14568",7641284,1507,"yonge st","Ring"
"14569",7641285,901,"king st w","Ring"
"14570",7641286,100,"harbord st","Ring"
"14571",7641287,40,"wabash ave","Ring"
"14572",7641288,279,"king st e","Ring"
"14573",7641289,657,"spadina ave","Ring"
"14574",7641290,482,"queen st w","Ring"
"14575",7641291,100,"gloucester st","Ring"
"14576",7641292,1751,"lake shore blvd w","Ring"
"14577",7641293,895,"don mills rd","Ring"
"14578",7641294,1636,"queen st e","Ring"
"14579",7641295,373,"eglinton ave w","Ring"
"14580",7641296,5090,"yonge st","Ring"
"14581",7641297,3425,"dundas st w","Ring"
"14582",7641298,25,"ansell ave","Ring"
"14583",7641299,181,"lowther ave","Ring"
"14584",7641300,1541,"eglinton ave w","Ring"
"14585",7641301,3334,"danforth ave","Ring"
"14586",7641302,95,"regal rd","Ring"
"14587",7641303,288,"bloor st w","Ring"
"14588",7641304,74,"alhambra ave","Ring"
"14589",7641306,7,"hayden st","Ring"
"14590",7641307,74,"dundas st e","Ring"
"14591",7641308,2166,"queen st e","Ring"
"14592",7641310,15,"mill st","Ring"
"14593",7641311,575,"danforth ave","Ring"
"14594",7641312,535,"st clair ave w","Ring"
"14595",7641313,1,"cole st","Ring"
"14596",7641314,235,"the esplanade","Ring"
"14597",7641315,214,"wellington st w","Ring"
"14598",7641316,80,"hayden st","Ring"
"14599",7641317,3,"hastings ave","Ring"
"14600",7641318,621,"university ave","Ring"
"14601",7641319,41,"front st e","Ring"
"14602",7641320,2036,"queen st e","Ring"
"14603",7641321,1278,"bay st","Ring"
"14604",7641322,777,"bay st","Ring"
"14605",7641323,180,"john st","Ring"
"14606",7641324,443,"bloor st e","Ring"
"14607",7641325,508,"bloor st w","Ring"
"14608",7641326,195,"spadina ave","Ring"
"14609",7641327,245,"queens quay w","Ring"
"14610",7641328,1401,"dupont st","Ring"
"14611",7641329,1151,"queen st w","Ring"
"14612",7641330,555,"university ave","Ring"
"14613",7641331,3285,"dundas st w","Ring"
"14614",7641332,81,"navy wharf crt","Ring"
"14615",7641333,447,"king st w","Ring"
"14616",7641334,420,"king st e","Ring"
"14617",7641335,100,"harbord st","Ring"
"14618",7641336,83,"gould st","Ring"
"14619",7641337,110,"george st s","Ring"
"14620",7641338,215,"king st w","Ring"
"14621",7641339,20,"john st","Ring"
"14622",7641340,1665,"dundas st w","Ring"
"14623",7641341,1284,"dundas st w","Ring"
"14624",7641343,31,"princess st","Ring"
"14625",7641344,140,"charles st w","Ring"
"14626",7641345,15,"elm ave","Ring"
"14627",7641346,791,"bathurst st","Ring"
"14628",7641347,2062,"lawrence ave e","Ring"
"14629",7641348,251,"queens quay w","Ring"
"14630",7641349,263,"mc caul st","Ring"
"14631",7641350,156,"borough dr","Ring"
"14632",7641351,236,"gerrard st e","Ring"
"14633",7641352,1985,"danforth ave","Ring"
"14634",7641353,56,"mc caul st","Ring"
"14635",7641354,410,"college st","Ring"
"14636",7641355,525,"adelaide st e","Ring"
"14637",7641356,82,"roncesvalles ave","Ring"
"14638",7641357,211,"roncesvalles ave","Ring"
"14639",7641358,1407,"yonge st","Ring"
"14640",7641359,170,"memorial park ave","Ring"
"14641",7641360,2432,"bloor st w","Ring"
"14642",7641361,443,"queen st w","Ring"
"14643",7641362,754,"bay st","Ring"
"14644",7641363,635,"danforth ave","Ring"
"14645",7641364,85,"queens wharf rd","Ring"
"14646",7641365,49,"wellington st e","Ring"
"14647",7641366,1500,"bayview ave","Ring"
"14648",7641367,34,"bathurst st","Ring"
"14649",7641368,730,"queen st e","Ring"
"14650",7641369,176,"the esplanade","Ring"
"14651",7641370,151,"john st","Ring"
"14652",7641371,18,"king st e","Ring"
"14653",7641372,15,"brunel crt","Ring"
"14654",7641373,872,"davenport rd","Ring"
"14655",7641374,1000,"dupont st","Ring"
"14656",7641375,501,"adelaide st e","Ring"
"14657",7641376,84,"elizabeth st","Ring"
"14658",7641377,38,"shuter st","Ring"
"14659",7641378,155,"college st","Ring"
"14660",7641379,245,"dupont st","Ring"
"14661",7641380,2062,"lawrence ave e","Ring"
"14662",7641381,250,"eglinton ave w","Ring"
"14663",7641382,590,"king st w","Ring"
"14664",7641383,70,"adelaide st e","Ring"
"14665",7641384,123,"edward st","Ring"
"14666",7641385,81,"ranleigh ave","Ring"
"14667",7641386,705,"king st w","Ring"
"14668",7641388,5080,"dundas st w","Ring"
"14669",7641389,339,"danforth ave","Ring"
"14670",7641390,493,"king st e","Ring"
"14671",7641391,821,"dundas st w","Ring"
"14672",7641392,112,"college st","Ring"
"14673",7641393,241,"church st","Ring"
"14674",7641394,76,"elm st","Ring"
"14675",7641395,318,"king st e","Ring"
"14676",7641396,16,"russell st","Ring"
"14677",7641397,520,"queen st e","Ring"
"14678",7641398,115,"george st","Ring"
"14679",7641399,128,"simcoe st","Ring"
"14680",7641400,222,"jarvis st","Ring"
"14681",7641402,60,"simcoe st","Ring"
"14682",7641403,114,"church st","Ring"
"14683",7641404,1079,"college st","Ring"
"14684",7641405,142,"avenue rd","Ring"
"14685",7641406,746,"gerrard st e","Ring"
"14686",7641407,203,"queens quay w","Ring"
"14687",7641408,1623,"queen st w","Ring"
"14688",7641409,361,"university ave","Ring"
"14689",7641410,634,"college st","Ring"
"14690",7641411,565,"eglinton ave w","Ring"
"14691",7641412,610,"university ave","Ring"
"14692",7641413,579,"richmond st w","Ring"
"14693",7641414,603,"davenport rd","Ring"
"14694",7641415,170,"st george st","Ring"
"14695",7641416,61,"college st","Ring"
"14696",7641417,900,"bay st","Ring"
"14697",7641418,23,"baldwin st","Ring"
"14698",7641419,235,"spadina ave","Ring"
"14699",7641421,461,"adelaide st w","Ring"
"14700",7641422,483,"bay st","Ring"
"14701",7641423,26,"lombard st","Ring"
"14702",7641424,575,"eglinton ave w","Ring"
"14703",7641425,319,"ossington ave","Ring"
"14704",7641427,100,"college st","Ring"
"14705",7641428,233,"carlaw ave","Ring"
"14706",7641429,32,"front st w","Ring"
"14707",7641430,74,"front st e","Ring"
"14708",7641431,1027,"king st w","Ring"
"14709",7641432,495,"queen st w","Ring"
"14710",7641433,1714,"queen st w","Ring"
"14711",7641434,40,"roncesvalles ave","Ring"
"14712",7641435,110,"st george st","Ring"
"14713",7641436,149,"college st","Ring"
"14714",7641437,125,"queens quay e","Ring"
"14715",7641438,277,"borden st","Rack"
"14716",7641439,145,"queens quay w",NA
"14717",7641440,2178,"bloor st w","Ring"
"14718",7641443,469,"college st","Ring"
"14719",7641444,14,"temperance st","Ring"
"14720",7641445,129,"peter st","Ring"
"14721",7641446,151,"yonge st","Ring"
"14722",7641447,330,"university ave","Ring"
"14723",7641448,155,"dalhousie st","Ring"
"14724",7641449,2342,"bloor st w","Ring"
"14725",7641450,109,"queens quay w","Ring"
"14726",7641452,2471,"st clair ave w","Ring"
"14727",7641453,1488,"queen st w","Ring"
"14728",7641454,2400,"dundas st w","Ring"
"14729",7641455,990,"queen st w","Ring"
"14730",7641456,640,"dundas st e","Ring"
"14731",7641457,7,"irwin ave","Ring"
"14732",7641458,201,"king st e","Ring"
"14733",7641459,320,"huron st","Ring"
"14734",7641460,70,"peter st","Ring"
"14735",7641461,573,"christie st","Ring"
"14736",7641462,1303,"queen st w","Ring"
"14737",7641463,451,"richmond st w","Ring"
"14738",7641464,316,"yonge st","Ring"
"14739",7641465,711,"bay st","Ring"
"14740",7641466,229,"spadina ave","Ring"
"14741",7641469,522,"university ave","Ring"
"14742",7641470,3076,"dundas st w","Ring"
"14743",7641471,978,"danforth ave","Ring"
"14744",7641472,170,"university ave","Ring"
"14745",7641473,835,"yonge st","Ring"
"14746",7641474,10,"bellair st","Ring"
"14747",7641475,189,"the esplanade","Ring"
"14748",7641476,1006,"dufferin st","Ring"
"14749",7641477,1,"adelaide st e","Ring"
"14750",7641478,6,"st clair ave e","Ring"
"14751",7641479,1609,"bayview ave","Ring"
"14752",7641480,277,"roncesvalles ave","Ring"
"14753",7641481,184,"jarvis st","Ring"
"14754",7641482,230,"queens quay w","Ring"
"14755",7641483,3003,"danforth ave","Ring"
"14756",7641484,2358,"danforth ave","Ring"
"14757",7641485,35,"bellevue ave","Ring"
"14758",7641486,931,"college st","Ring"
"14759",7641487,464,"yonge st",NA
"14760",7641488,55,"bloor st w","Ring"
"14761",7641489,585,"college st","Ring"
"14762",7641490,517,"clendenan ave","Ring"
"14763",7641491,73,"spadina ave","Ring"
"14764",7641492,120,"wellington st w","Ring"
"14765",7641493,420,"huron st","Ring"
"14766",7641494,56,"york st","Ring"
"14767",7641495,571,"jarvis st","Ring"
"14768",7641496,1256,"danforth ave","Ring"
"14769",7641497,380,"huron st","Ring"
"14770",7641498,525,"adelaide st e","Ring"
"14771",7641499,120,"york st","Ring"
"14772",7641500,11,"curity ave","Ring"
"14773",7641501,80,"chestnut st","Ring"
"14774",7641502,1024,"dupont st","Ring"
"14775",7641503,8,"bay st","Ring"
"14776",7641504,948,"st clair ave w","Ring"
"14777",7641505,475,"front st e","Ring"
"14778",7641506,972,"queen st e","Ring"
"14779",7641507,2045,"dufferin st","Ring"
"14780",7641508,1,"draper st","Ring"
"14781",7641509,470,"wellington st w","Ring"
"14782",7641510,367,"front st w","Ring"
"14783",7641511,3053,"lake shore blvd w","Ring"
"14784",7641512,1,"willingdon blvd","Ring"
"14785",7641513,171,"walnut ave","Ring"
"14786",7641514,573,"christie st","Ring"
"14787",7641515,70,"richmond st e","Ring"
"14788",7641516,221,"spadina ave","Ring"
"14789",7641517,138,"oakwood ave","Ring"
"14790",7641520,459,"eglinton ave w","Ring"
"14791",7641521,996,"queen st e","Ring"
"14792",7641522,205,"spadina rd","Ring"
"14793",7641523,1969,"eglinton ave w","Ring"
"14794",7641525,2600,"eglinton ave w","Ring"
"14795",7641526,800,"king st w","Ring"
"14796",7641528,300,"queen st w","Ring"
"14797",7641529,21,"phoebe st","Ring"
"14798",7641530,1986,"eglinton ave w","Ring"
"14799",7641531,3334,"danforth ave","Ring"
"14800",7641532,324,"bloor st w","Ring"
"14801",7641533,259,"annette st","Ring"
"14802",7641534,399,"church st","Ring"
"14803",7641535,318,"dupont st","Ring"
"14804",7641536,2393,"bloor st w","Ring"
"14805",7641537,437,"roncesvalles ave","Ring"
"14806",7641538,35,"britain st","Ring"
"14807",7641539,274,"king st w","Ring"
"14808",7641540,1631,"queen st e","Ring"
"14809",7641541,60,"wellesley st e","Ring"
"14810",7641542,814,"bloor st w","Ring"
"14811",7641543,25,"harbord st","Ring"
"14812",7641544,1006,"dufferin st","Ring"
"14813",7641545,258,"victoria st","Ring"
"14814",7641546,20,"john st","Ring"
"14815",7641547,21,"dundas sq","Ring"
"14816",7641549,154,"the esplanade","Ring"
"14817",7641550,1950,"danforth ave","Ring"
"14818",7641551,320,"huron st","Ring"
"14819",7641552,50,"woodmount ave","Ring"
"14820",7641553,74,"front st e","Ring"
"14821",7641555,152,"the esplanade","Ring"
"14822",7641556,31,"britain st","Ring"
"14823",7641557,1029,"king st w","Ring"
"14824",7641558,9,"davies ave","Ring"
"14825",7641559,240,"king st e","Ring"
"14826",7641561,78,"beverley st","Ring"
"14827",7641562,526,"king st e","Ring"
"14828",7641563,387,"sherbourne st","Ring"
"14829",7641564,415,"parliament st","Ring"
"14830",7641565,194,"augusta ave","Ring"
"14831",7641566,1180,"queen st e","Ring"
"14832",7641567,3379,"yonge st","Ring"
"14833",7641568,344,"high park ave","Ring"
"14834",7641569,2352,"bloor st w","Ring"
"14835",7641570,717,"college st","Ring"
"14836",7641571,368,"queen st e","Ring"
"14837",7641572,269,"gerrard st e","Ring"
"14838",7641573,236,"sherbourne st","Ring"
"14839",7641574,83,"power st","Ring"
"14840",7641575,728,"queen st w","Ring"
"14841",7641576,942,"queen st w","Ring"
"14842",7641577,194,"queen st w","Ring"
"14843",7641578,295,"queen st w","Ring"
"14844",7641579,370,"broadview ave","Ring"
"14845",7641580,1041,"pape ave","Ring"
"14846",7641581,571,"bloor st w","Ring"
"14847",7641582,1035,"kingston rd","Ring"
"14848",7641584,30,"lake shore blvd w","Ring"
"14849",7641585,608,"dundas st w","Ring"
"14850",7641587,312,"adelaide st w","Ring"
"14851",7641588,125,"lower jarvis st","Ring"
"14852",7641589,427,"bloor st w","Ring"
"14853",7641590,171,"front st w","Ring"
"14854",7641591,78,"dewson st",NA
"14855",7641592,3402,"yonge st","Rack"
"14856",7641593,1,"eglinton ave e","Ring"
"14857",7641594,319,"oakwood ave","Ring"
"14858",7641596,3078,"lake shore blvd w","Ring"
"14859",7641597,14,"queen st w","Ring"
"14860",7641598,1014,"bloor st w","Ring"
"14861",7641599,2299,"yonge st","Ring"
"14862",7641600,60,"grosvenor st","Ring"
"14863",7641601,322,"yonge st","Ring"
"14864",7641603,464,"king st w","Ring"
"14865",7641604,1228,"king st w","Ring"
"14866",7641605,117,"spadina ave","Ring"
"14867",7641606,70,"peter st","Ring"
"14868",7641607,6,"carlton st","Ring"
"14869",7641608,294,"bremner blvd","Ring"
"14870",7641609,90,"danforth ave","Ring"
"14871",7641610,194,"jarvis st","Ring"
"14872",7641611,119,"spadina ave","Ring"
"14873",7641612,460,"spadina ave","Ring"
"14874",7641613,1229,"queen st w","Ring"
"14875",7641614,425,"university ave","Ring"
"14876",7641615,142,"kendal ave","Ring"
"14877",7641616,706,"college st","Ring"
"14878",7641617,471,"front st e","Ring"
"14879",7641618,112,"yorkville ave","Ring"
"14880",7641619,909,"dundas st w","Ring"
"14881",7641620,1302,"st clair ave w","Ring"
"14882",7641621,1928,"queen st e","Ring"
"14883",7641622,640,"dundas st e","Ring"
"14884",7641623,113,"spadina ave","Ring"
"14885",7641624,461,"cherry st","Ring"
"14886",7641625,640,"dundas st e","Ring"
"14887",7641626,620,"university ave","Ring"
"14888",7641627,1948,"danforth ave","Ring"
"14889",7641628,2189,"queen st e","Ring"
"14890",7641629,796,"eglinton ave e","Ring"
"14891",7641630,55,"elm st","Ring"
"14892",7641631,150,"college st","Ring"
"14893",7641632,1624,"dundas st w","Ring"
"14894",7641634,266,"adelaide st w","Ring"
"14895",7641635,1156,"bloor st w","Ring"
"14896",7641636,254,"queen st w","Ring"
"14897",7641637,409,"bloor st e","Ring"
"14898",7641638,12,"douro st","Ring"
"14899",7641640,941,"bloor st w","Ring"
"14900",7641641,24,"wellesley st w","Ring"
"14901",7641642,123,"margueretta st","Ring"
"14902",7641643,152,"spadina rd","Ring"
"14903",7641644,674,"kingston rd","Ring"
"14904",7641645,180,"colborne lodge dr","Ring"
"14905",7641646,405,"adelaide st w","Ring"
"14906",7641647,911,"queen st e","Ring"
"14907",7641648,14,"pembroke st","Ring"
"14908",7641649,425,"church st","Ring"
"14909",7641650,1232,"woodbine ave","Ring"
"14910",7641651,135,"st george st","Ring"
"14911",7641652,112,"adelaide st e","Ring"
"14912",7641653,275,"queens quay w","Ring"
"14913",7641655,863,"dundas st w","Ring"
"14914",7641656,114,"richmond st e","Ring"
"14915",7641657,215,"spadina ave","Ring"
"14916",7641658,166,"spadina rd","Ring"
"14917",7641659,484,"roncesvalles ave","Ring"
"14918",7641660,725,"danforth ave","Ring"
"14919",7641661,214,"college st","Ring"
"14920",7641662,866,"richmond st w","Ring"
"14921",7641663,130,"willowdale ave","Ring"
"14922",7641664,2727,"victoria park ave","Ring"
"14923",7641665,938,"king st w","Ring"
"14924",7641666,2592,"yonge st","Ring"
"14925",7641667,1082,"queen st w","Ring"
"14926",7641668,226,"bathurst st","Ring"
"14927",7641669,230,"bathurst st","Ring"
"14928",7641670,1050,"bathurst st","Ring"
"14929",7641671,77,"river st","Ring"
"14930",7641672,941,"bloor st w","Ring"
"14931",7641673,708,"bloor st w","Ring"
"14932",7641674,100,"cooperage st","Ring"
"14933",7641675,477,"mount pleasant rd","Ring"
"14934",7641676,828,"richmond st w","Rack"
"14935",7641677,9,"spring garden ave","Ring"
"14936",7641678,204,"augusta ave","Ring"
"14937",7641679,111,"queen's park","Ring"
"14938",7641680,125,"queens quay e","Ring"
"14939",7641681,1001,"queen st w","Ring"
"14940",7641682,787,"queen st e","Ring"
"14941",7641683,741,"queen st e","Ring"
"14942",7641684,707,"dundas st w","Ring"
"14943",7641685,339,"queen st w","Ring"
"14944",7641687,220,"sorauren ave","Ring"
"14945",7641688,846,"college st","Ring"
"14946",7641689,176,"bellwoods ave","Ring"
"14947",7641690,5160,"yonge st","Ring"
"14948",7641691,1427,"kingston rd","Ring"
"14949",7641692,1774,"queen st e","Ring"
"14950",7641695,208,"christie st","Ring"
"14951",7641696,936,"bathurst st","Ring"
"14952",7641697,200,"danforth ave","Ring"
"14953",7641698,1635,"queen st w","Ring"
"14954",7641699,584,"danforth ave","Ring"
"14955",7641700,7,"parliament st","Ring"
"14956",7641701,249,"queens quay w","Ring"
"14957",7641702,1502,"dundas st w","Ring"
"14958",7641703,276,"king st w","Ring"
"14959",7641704,416,"dawes rd","Ring"
"14960",7641705,75,"lansdowne ave","Ring"
"14961",7641706,1496,"yonge st","Ring"
"14962",7641707,1283,"bloor st w","Ring"
"14963",7641708,2428,"yonge st","Ring"
"14964",7641710,170,"memorial park ave","Ring"
"14965",7641711,22,"leader lane","Ring"
"14966",7641712,915,"king st w","Ring"
"14967",7641713,876,"dundas st w","Ring"
"14968",7641714,597,"st clair ave w","Ring"
"14969",7641715,145,"queen st w","Ring"
"14970",7641716,151,"simcoe st","Ring"
"14971",7641717,443,"mount pleasant rd","Ring"
"14972",7641718,2264,"dundas st w","Ring"
"14973",7641719,719,"queen st w","Ring"
"14974",7641720,1623,"bloor st w","Ring"
"14975",7641721,140,"st george st","Ring"
"14976",7641722,15,"st clair ave e","Ring"
"14977",7641723,91,"bellevue ave","Ring"
"14978",7641725,15,"charles st e","Ring"
"14979",7641726,1005,"king st w","Ring"
"14980",7641727,398,"huron st","Ring"
"14981",7641728,295,"sherbourne st","Ring"
"14982",7641729,589,"queen st w","Ring"
"14983",7641730,3995,"bathurst st","Ring"
"14984",7641731,325,"parliament st","Ring"
"14985",7641732,81,"dalhousie st","Ring"
"14986",7641733,484,"roncesvalles ave","Ring"
"14987",7641734,51,"dockside dr","Ring"
"14988",7641735,35,"wellington st e","Ring"
"14989",7641736,4,"blue jays way","Ring"
"14990",7641737,794,"college st","Ring"
"14991",7641738,33,"phoebe st","Ring"
"14992",7641739,30,"nelson st","Ring"
"14993",7641740,231,"fort york blvd","Ring"
"14994",7641741,38,"the esplanade","Ring"
"14995",7641742,1413,"bloor st w","Ring"
"14996",7641743,242,"queen st e",NA
"14997",7641744,1540,"bloor st w","Ring"
"14998",7641745,2783,"danforth ave","Ring"
"14999",7641746,144,"cumberland st","Ring"
"15000",7641747,32,"lisgar st","Ring"
"15001",7641748,1331,"yonge st","Ring"
"15002",7641749,904,"dundas st w","Ring"
"15003",7641750,2864,"danforth ave","Ring"
"15004",7641751,1,"isabella st","Ring"
"15005",7641752,120,"bloor st e","Ring"
"15006",7641753,66,"sudbury st","Ring"
"15007",7641754,1376,"bathurst st","Ring"
"15008",7641755,7,"coxwell ave","Ring"
"15009",7641757,151,"marion st","Ring"
"15010",7641758,525,"bloor st e","Ring"
"15011",7641759,1349,"woodbine ave","Ring"
"15012",7641760,3003,"danforth ave","Ring"
"15013",7641761,1248,"yonge st","Ring"
"15014",7641762,2854,"lake shore blvd w","Ring"
"15015",7641763,1504,"yonge st","Ring"
"15016",7641764,163,"dalhousie st","Ring"
"15017",7641765,55,"queen st e","Ring"
"15018",7641766,591,"parliament st","Ring"
"15019",7641767,686,"bay st","Ring"
"15020",7641769,1539,"bloor st w","Ring"
"15021",7641770,3080,"yonge st","Ring"
"15022",7641771,1436,"bayview ave","Ring"
"15023",7641772,81,"navy wharf crt","Ring"
"15024",7641773,93,"spadina ave","Ring"
"15025",7641774,1978,"queen st e","Ring"
"15026",7641775,4325,"mccowan rd","Ring"
"15027",7641777,925,"queen st e","Ring"
"15028",7641778,275,"queens quay w","Ring"
"15029",7641779,88,"mutual st","Ring"
"15030",7641780,438,"university ave","Ring"
"15031",7641781,1085,"bathurst st","Ring"
"15032",7641783,133,"mutual st","Ring"
"15033",7641784,133,"king st e","Ring"
"15034",7641785,123,"margueretta st","Ring"
"15035",7641786,235,"danforth ave","Ring"
"15036",7641787,475,"dupont st","Ring"
"15037",7641788,30,"adelaide st e","Ring"
"15038",7641789,223,"college st","Ring"
"15039",7641790,32,"mcmurrich st","Ring"
"15040",7641791,278,"dupont st","Ring"
"15041",7641792,101,"college st","Ring"
"15042",7641793,239,"college st","Ring"
"15043",7641794,460,"manning ave","Ring"
"15044",7641795,165,"king st e",NA
"15045",7641796,392,"bay st","Ring"
"15046",7641797,1437,"kingston rd","Ring"
"15047",7641798,20,"lombard st",NA
"15048",7641799,83,"gould st","Ring"
"15049",7641800,60,"mill st","Ring"
"15050",7641801,77,"lombard st","Ring"
"15051",7641802,259,"jarvis st","Ring"
"15052",7641803,555,"university ave","Ring"
"15053",7641804,1444,"dupont st","Ring"
"15054",7641805,1400,"dupont st","Ring"
"15055",7641806,341,"king st e","Ring"
"15056",7641807,495,"huron st","Ring"
"15057",7641808,1631,"queen st e","Ring"
"15058",7641809,686,"queen st w","Ring"
"15059",7641810,8,"gloucester st","Ring"
"15060",7641811,1177,"danforth ave","Ring"
"15061",7641812,18,"wellington st w","Ring"
"15062",7641813,1371,"neilson rd","Ring"
"15063",7641814,97,"george st","Ring"
"15064",7641815,731,"college st","Ring"
"15065",7641816,1554,"king st w","Ring"
"15066",7641817,33,"gerrard st e","Ring"
"15067",7641818,329,"parliament st","Ring"
"15068",7641819,74,"front st e","Ring"
"15069",7641820,27,"canniff st","Ring"
"15070",7641821,221,"roncesvalles ave","Ring"
"15071",7641822,247,"coxwell ave","Ring"
"15072",7641823,31,"trinity st","Ring"
"15073",7641824,70,"mill st","Ring"
"15074",7641825,700,"yonge st","Ring"
"15075",7641826,232,"queen st w","Ring"
"15076",7641827,1920,"gerrard st e","Ring"
"15077",7641829,1468,"bathurst st","Ring"
"15078",7641830,124,"strachan ave","Ring"
"15079",7641831,970,"gerrard st e","Ring"
"15080",7641832,66,"avenue rd","Ring"
"15081",7641833,1638,"avenue rd","Ring"
"15082",7641834,725,"spadina ave","Ring"
"15083",7641835,33,"russell st","Ring"
"15084",7641836,82,"roncesvalles ave","Ring"
"15085",7641837,85,"hanna ave","Ring"
"15086",7641838,2140,"danforth ave","Ring"
"15087",7641839,483,"danforth ave","Ring"
"15088",7641840,720,"broadview ave","Ring"
"15089",7641841,105,"christie st","Ring"
"15090",7641842,698,"coxwell ave","Ring"
"15091",7641844,1388,"queen st w","Ring"
"15092",7641846,115,"cumberland st","Ring"
"15093",7641847,1440,"queen st e","Ring"
"15094",7641848,295,"shuter st","Ring"
"15095",7641849,1402,"dundas st w","Ring"
"15096",7641850,181,"wellington st w","Ring"
"15097",7641851,70,"cumberland st","Ring"
"15098",7641852,2,"times rd","Ring"
"15099",7641853,5697,"yonge st","Ring"
"15100",7641854,388,"queen st e","Ring"
"15101",7641855,2180,"yonge st","Ring"
"15102",7641856,698,"spadina ave","Ring"
"15103",7641857,6,"breadalbane st","Ring"
"15104",7641858,180,"york st","Ring"
"15105",7641859,5714,"yonge st","Ring"
"15106",7641860,394,"dundas st w","Ring"
"15107",7641861,1262,"st clair ave w","Ring"
"15108",7641862,60,"harbour st","Ring"
"15109",7641863,81,"navy wharf crt","Ring"
"15110",7641864,28,"wood st","Ring"
"15111",7641865,398,"spadina rd","Ring"
"15112",7641866,380,"bloor st w","Ring"
"15113",7641867,158,"clinton st","Ring"
"15114",7641868,417,"keele st","Ring"
"15115",7641869,14,"brant st","Ring"
"15116",7641870,341,"jane st","Ring"
"15117",7641871,99,"cameron st","Ring"
"15118",7641872,743,"queen st e","Ring"
"15119",7641873,22,"front st w","Ring"
"15120",7641874,5697,"yonge st","Ring"
"15121",7641875,130,"cawthra ave","Ring"
"15122",7641876,755,"king st w","Ring"
"15123",7641877,9,"davies ave","Ring"
"15124",7641878,210,"simcoe st","Ring"
"15125",7641879,241,"church st","Ring"
"15126",7641880,2430,"bloor st w","Ring"
"15127",7641881,2255,"bloor st w","Ring"
"15128",7641882,45,"market st","Ring"
"15129",7641883,305,"parliament st","Ring"
"15130",7641884,234,"merton st","Ring"
"15131",7641885,1549,"danforth ave","Ring"
"15132",7641886,330,"adelaide st e","Ring"
"15133",7641887,250,"carlaw ave","Ring"
"15134",7641888,1340,"queen st w","Ring"
"15135",7641889,790,"queen st w","Ring"
"15136",7641890,2140,"yonge st","Ring"
"15137",7641891,105,"queens wharf rd","Ring"
"15138",7641892,68,"shuter st","Ring"
"15139",7641893,1007,"college st","Ring"
"15140",7641894,731,"college st","Ring"
"15141",7641895,130,"cawthra ave","Ring"
"15142",7641896,2727,"victoria park ave","Ring"
"15143",7641897,700,"bay st","Ring"
"15144",7641898,482,"front st e","Ring"
"15145",7641900,806,"dundas st w","Ring"
"15146",7641901,5089,"yonge st","Ring"
"15147",7641902,560,"bloor st w","Ring"
